,formatted_address,replies,views,views_replies_ratio,last_posted_at,recency,latitude,longitude,replies_score,views_score,recency_score,views_replies_ratio_score,total_score
353,"81750 Masai, Johor, Malaysia",1,236,0.00423728813559322,2015-02-06,1993.0,1.478952,103.8442725,1,1,4,2,10
354,"8181 E Skelly Dr, Tulsa, OK 74129, USA",9,469,0.019189765458422176,2013-05-30,2610.0,36.1235078,-95.88394740000001,3,2,2,5,60
355,"8640 257a St, Langley City, BC V1M 3N4, Canada",1,518,0.0019305019305019305,2019-09-19,307.0,49.1572098,-122.50870320000001,1,2,8,1,10
356,"88-132, Jalan Petaling, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",37,4031,0.009178863805507318,2014-11-15,2076.0,3.1426513,101.6978858,6,6,4,4,36
357,"89500 Papar, Sabah, Malaysia",0,452,0.0,2015-09-29,1758.0,5.8061585,116.01661570000002,1,2,5,1,10
358,"8G, One Cempaka, Kota Seriemas, 71800 Nilai, Negeri Sembilan, Malaysia",3,2233,0.0013434841021047917,2012-07-10,2934.0,2.7846121,101.77624709999999,2,5,2,1,4
359,"9 Bukit Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",13,3039,0.0045509248358318296,2012-11-13,2867.5,3.1505803,101.6043126,4,5,2,2,320
360,"9, Jalan Baiduri Bulan 7/28, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",14,5021,0.0027882891854212307,2015-06-07,1872.0,3.0751068999999998,101.4957665,4,6,4,1,320
361,"900 N 18th St, Ozark, MO 65721, USA",311,40755,0.007630965525702368,2020-05-27,56.0,37.026936,-93.2271306,9,9,9,3,81
362,"900 Pacific Ave, Virginia Beach, VA 23451, USA",3,683,0.004392386530014641,2013-02-21,2708.0,36.83766729999999,-75.97317369999998,2,2,2,2,4
363,"909 Locust St, Des Moines, IA 50309, USA",7,2955,0.0023688663282571912,2010-03-02,3795.0,41.5862407,-93.6293005,3,5,1,1,60
364,"922 24th St NW, Washington, DC 20037, USA",47,2303,0.02040816326530612,2012-04-19,3016.0,38.901469,-77.051665,6,5,2,5,36
365,"9393 W 110th St Ste 500, Overland Park, KS 66210, USA",4,643,0.006220839813374806,2010-07-07,3668.0,38.9283556,-94.6945502,3,2,1,3,60
366,"9435 Green Park Gardens Dr # B, St. Louis, MO 63123, USA",15,4046,0.0037073652990608007,2019-03-23,487.0,38.5233468,-90.3350656,4,6,7,2,320
367,"95 James Way #113, Southampton, PA 18966, USA",11,980,0.011224489795918367,2018-07-07,746.0,40.1643187,-75.05644319999998,4,3,7,5,320
368,"9600 Great Hills Trail #150w, Austin, TX 78759, USA",25,1641,0.011553281812577835,2017-05-31,1845.3333333333333,30.395445000000002,-97.7539705,5,4,4,5,20
369,"98, Jalan 14/1, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",13,1558,0.00834403080872914,2011-03-26,3406.0,3.1049449,101.6351259,4,4,1,4,320
370,"99, Jalan Setiakasih, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",35,2717,0.012881854987118146,2012-01-30,3096.0,3.1516709,101.64748840000001,6,5,1,5,36
371,"A, Lorong Universiti, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",85,12703,0.00669133275604188,2016-05-29,1515.0,3.1188892000000004,101.64837270000001,7,7,5,3,504
372,"A-12-01, Ritze Perdana, 2, Jalan PJU 8/3a, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",0,1075,0.0,2011-04-13,3475.0,3.1666111,101.6050679,1,3,1,1,10
373,"A-12-02, Empire Office, Empire Subang, Jalan SS16/1, SS16, Subang Jaya, 47500 Petaling Jaya, Selangor, Malaysia",2074,292745,0.012595921534117097,2020-06-18,1161.5,3.057887,101.6054511,10,10,6,5,120
374,"A-3-2, Blok A, No.1, Dataran Mentari, Jalan PJS 8/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",4,779,0.005134788189987163,2012-02-28,3067.0,3.0780601,101.6116965,3,3,2,2,60
375,"A-L1-07, Level Block Komersial Vivo 9 Seputeh, No.29, Jalan Teluk Datok, Off, Jalan Klang Lama, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",170,32423,0.005243191561545816,2020-05-06,77.0,3.105444,101.6771198,8,8,9,2,144
376,"A.T.C. (Bay H), Albuquerque, NM 87102, USA",10,1557,0.006422607578676943,2016-04-27,1547.0,35.082864,-106.64761299999999,4,4,5,3,320
377,"A1-13A ,PLAZA METRO PRIMA ,NO 1 JALAN METRO 1 KEPONG, Metro Prima, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4,540,0.007407407407407408,2013-06-15,2594.0,3.2121945,101.6385498,3,2,2,3,60
378,"AMPANG PUTRA RESIDENCY, Jalan Ampang Putra, 68000 Ampang, Selangor, Malaysia",10,4170,0.0024906728737453775,2014-01-04,2874.0,3.1504854,101.75047430000001,4,6,2,1,320
379,"Alam Damai, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",56,8248,0.006789524733268671,2020-02-19,154.0,3.061449,101.73720259999999,7,7,9,3,504
380,"Alam Impian, 40470 Shah Alam, Selangor, Malaysia",140,12911,0.009702473158376603,2020-06-17,1630.3333333333333,3.0337481,101.51608,8,7,5,4,144
381,"Alam Sanctuary @ Taman Alam Putra, 43400 Seri Kembangan, Selangor, Malaysia",40,8081,0.004949882440292043,2013-04-12,2658.0,2.979302,101.6705678,6,7,2,2,36
382,"Amara Larkin, Jalan Larkin, Larkin, 80350 Johor Bahru, Johor, Malaysia",0,431,0.0,2012-12-06,2785.0,1.4881714,103.74950749999999,1,2,2,1,10
383,"Ambang Botanic, Bandar Botanik, 41200 Klang, Selangor, Malaysia",23,3547,0.006484352974344516,2012-07-17,2927.0,2.99332,101.4530911,5,5,2,3,20
384,"Ampang Hilir, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3,574,0.005226480836236934,2015-11-04,1722.0,3.1539877,101.7445541,2,2,5,2,4
385,"Ampang Jaya, Selangor, Malaysia",52,6036,0.007841713596490758,2016-02-16,2181.3333333333335,3.149099,101.7637775,7,6,3,4,504
386,"Ampang Waterfront, 68000 Ampang, Selangor, Malaysia",95,4721,0.020122855327261175,2013-10-29,2458.0,3.143659,101.7739247,7,6,3,5,504
387,"Andaman and Nicobar Islands, India",244,31686,0.007627149093066755,2017-12-02,1535.5,11.740086699999999,92.6586401,8,8,5,3,144
388,"Angkasapuri, Jalan Pantai Dalam, Bukit Putra, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",168,30664,0.005620331020788686,2020-07-08,145.0,3.1124624,101.6749048,8,8,9,2,144
389,"Ara Damansara, Petaling Jaya, Selangor, Malaysia",172,46998,0.003967831347769702,2020-07-21,1481.6,3.1244431,101.583075,8,9,5,2,144
390,"Arena Green West, N Autumn St, San Jose, CA 95113, USA",97,17513,0.0028161653698757405,2019-08-17,1532.5,37.33282090000001,-121.8997187,7,8,5,1,504
391,"Aria Rimba, Seksyen U10, 40170 Shah Alam, Selangor, Malaysia",13,1036,0.012548262548262547,2018-09-21,670.0,3.1240353,101.5018698,4,3,7,5,320
392,"Ashtari Estate, Raya Ke, Prabu, Jl. Mawun, Kuta, Pujut, Kuta Lombok, Nusa Tenggara Bar. 83573, Indonesia",6,298,0.020134228187919462,2020-07-13,9.0,-8.8824954,116.2643824,3,1,10,5,60
393,"Azalea Homes, Taman kundang jaya 1, Kundang Jaya, 48020 Rawang, Selangor, Malaysia",36,4304,0.008364312267657992,2020-06-30,22.0,3.2812784,101.5319109,6,6,10,4,36
394,"B -17-05,, WISMA PANTAI,, BANGSAR TRADE CENTRE, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",97,18259,0.0026989426822481913,2020-04-14,897.0,3.1152330000000004,101.668666,7,8,7,1,504
395,"B-01-14 & B-01-15, Da:Men USJ, 1, Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",1,195,0.005128205128205128,2019-06-18,400.0,3.0574103999999998,101.5928328,1,1,8,2,10
396,"B12-13A, Univ360 Place Condominium, Jalan Raya 2, Taman Serdang Jaya, 43300 Seri Kembangan, Selangor, Malaysia",3,607,0.004942339373970346,2011-10-05,3213.0,3.020444,101.715266,2,2,1,2,4
397,"B2, G-25, Jalan PJS 6/G, Taman Desa Mentari, 46000 Petaling Jaya, Selangor, Malaysia",4,923,0.004333694474539545,2012-10-14,2838.0,3.0792384,101.6187252,3,3,2,2,60
398,"B34, 43500 Semenyih, Selangor, Malaysia",2,486,0.00411522633744856,2019-06-26,392.0,2.9453207999999997,101.86400959999999,2,2,8,2,4
399,"Balakong, Selangor, Malaysia",8,960,0.008333333333333333,2013-07-13,2566.0,3.0256822,101.738147,3,3,2,4,60
400,"Bandar Baru Sentul, 51000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",62,7127,0.008699312473691595,2019-01-23,546.0,3.182944,101.6976809,7,6,7,4,504
401,"Bandar Botanik, 41200 Klang, Selangor, Malaysia",14,13171,0.001062941310454787,2017-07-22,1096.0,2.9955492,101.4612973,4,7,6,1,320
402,"Bandar Botanik, 42000 Klang, Selangor, Malaysia",1,195,0.005128205128205128,2014-07-22,2192.0,2.9901202999999996,101.4263783,1,1,3,2,10
403,"Bandar Bukit Mahkota, 43000 Kajang, Selangor, Malaysia",7,3169,0.002208898706216472,2018-05-04,810.0,2.8742227000000002,101.8146875,3,5,7,1,60
404,"Bandar Bukit Puchong 2, 47100 Puchong, Selangor, Malaysia",8,2131,0.0021019442984760903,2016-05-14,1613.5,2.976648,101.622875,3,5,5,1,60
405,"Bandar Damai Perdana, 43200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60,10768,0.005572065378900446,2020-06-21,31.0,3.0509887000000004,101.7440307,7,7,9,2,504
406,"Bandar Kajang, 43000 Kajang, Selangor, Malaysia",3,1423,0.0021082220660576245,2015-03-09,1962.0,3.0027301,101.82748259999998,2,4,4,1,4
407,"Bandar Kinrara 5, 47180 Puchong, Selangor, Malaysia",207,29487,0.009524803088098579,2020-07-03,120.5,3.048294,101.6451781,8,8,9,4,144
408,"Bandar Kinrara, 47180 Puchong, Selangor, Malaysia",72,8653,0.009092809364548496,2018-12-24,1563.0,3.0506290000000003,101.649001,7,7,5,4,504
409,"Bandar Mahkota Banting, 42700 Banting, Selangor, Malaysia",73,14083,0.005183554640346517,2020-01-23,181.0,2.831027,101.55232579999999,7,7,9,2,504
410,"Bandar Mahkota Cheras, 43200 Cheras, Selangor, Malaysia",215,27423,0.0056664476264051645,2015-08-18,2496.0,3.050521,101.78821690000001,8,8,3,2,144
411,"Bandar Mahkota Cheras, 43200 Kajang, Selangor, Malaysia",22,6147,0.003578981617048967,2016-08-13,1439.0,3.0615419999999998,101.7968928,5,6,5,2,20
412,"Bandar Menjalara, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",256,32565,0.007861200675571932,2020-06-12,40.0,3.193871,101.63088,9,8,9,4,81
413,"Bandar Nusa Rhu, 40170 Shah Alam, Selangor, Malaysia",10,3665,0.0027787400872595564,2016-09-19,1892.0,3.133317,101.49627890000001,4,5,4,1,320
414,"Bandar Parklands, 42000 Klang, Selangor, Malaysia",8,2567,0.0031164783794312427,2013-03-21,2680.0,2.974612,101.4582179,3,5,2,1,60
415,"Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",2793,283317,0.006877023593513054,2015-12-08,2897.8,3.0175262000000003,101.62470340000002,10,10,2,3,120
416,"Bandar Puteri, 41200 Port Klang, Selangor, Malaysia",7,2693,0.0025993316004456,2010-12-13,3509.0,2.988931,101.4655421,3,5,1,1,60
417,"Bandar Rimbayu, 41200, Selangor, Malaysia",10141,1140818,0.007375116005957849,2020-07-20,648.0,2.9410912999999996,101.5466887,10,10,7,3,120
418,"Bandar Saujana Putra, 42610, Selangor, Malaysia",1223,212316,0.0057602818440437836,2020-06-28,24.0,2.9282451000000003,101.5779778,10,10,10,2,120
419,"Bandar Saujana Putra, Jenjarom, Selangor, Malaysia",4,601,0.0066555740432612314,2011-06-11,3329.0,2.951814,101.5803281,3,2,1,3,60
420,"Bandar Sri Damansara, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",33,3478,0.008654848288203253,2018-08-14,1211.5,3.1925945,101.61049990000001,6,5,6,4,36
421,"Bandar Sungai Long, 43200 Kajang, Selangor, Malaysia",219,31592,0.009393897464197443,2018-06-20,882.0,3.0418032000000004,101.7930748,8,8,7,4,144
422,"Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",30,5595,0.005083480634141427,2013-11-21,2879.6666666666665,3.0683743,101.6024829,6,6,2,2,36
423,"Bandar Utama, Petaling Jaya, Selangor, Malaysia",42,6586,0.006404382905428172,2016-06-14,1704.0,3.1467185,101.6119073,6,6,5,3,36
424,"Bandar Warisan Puteri, 70400 Seremban, Negeri Sembilan, Malaysia",2,2019,0.0009905894006934125,2013-12-08,2418.0,2.74958,101.975719,2,4,3,1,4
425,"Bangi, Selangor, Malaysia",45,2147,0.02095947834187238,2016-06-13,1500.0,2.9198401,101.780868,6,5,5,5,36
426,"Bangkok, Thailand",23,2232,0.00815028000685363,2017-10-04,1504.0,13.7563309,100.5017651,5,5,5,4,20
427,"Bangsar Trade Centre, Plaza Pantai, Tower D, Off, Jalan Pantai Baharu, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",84,8371,0.01003464341177876,2020-01-10,194.0,3.1151535,101.66807469999999,7,7,9,4,504
428,"Bangsar, 59000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",42,7722,0.002819170358437374,2018-03-10,1416.5,3.12901,101.6797838,6,7,5,1,36
429,"Bangunan KSK, Sales Gallery, 32, Jalan Yap Ah Shak, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",166,24584,0.006752359258054019,2020-06-21,31.0,3.1576895,101.70004820000001,8,8,9,3,144
430,"Bangunan PKNS BizPoint, 67, Jalan Plumbum P7/P, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",2,510,0.00392156862745098,2015-03-11,1960.0,3.0678900000000002,101.490165,2,2,4,2,4
431,"Batu 7 Gombak, 53100, Selangor, Malaysia",759,47992,0.015815135855975996,2020-07-09,13.0,3.2341769,101.71469,10,9,10,5,120
432,"Batu Kawan, Simpang Ampat, Penang, Malaysia",24,1891,0.012145295643652387,2020-07-08,1737.3333333333333,5.270447,100.4196629,5,4,5,5,20
433,"Batu Maung, Bayan Lepas, Penang, Malaysia",15,990,0.015151515151515152,2014-04-20,2285.0,5.283818,100.2900359,4,3,3,5,320
434,"Batu Tiga, 40100 Shah Alam, Selangor, Malaysia",37,3542,0.010446075663466968,2015-01-02,2028.0,3.0775189999999997,101.546811,6,5,4,4,36
435,"Bennington Residences, No.1, Jalan Arena 1, Setapak, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",1063,185768,0.0057221911201068,2020-07-13,9.0,3.1939117,101.7149816,10,10,10,2,120
436,"Berjaya Park, 40460 Shah Alam, Selangor, Malaysia",12,869,0.01380897583429229,2017-11-10,985.0,2.9837940000000014,101.517296,4,3,6,5,320
437,"Blk B-TO4-UO1, No 1, Jln P8D, Precinct 8, Putrajaya, 62250, Putrajaya, WP Putrajaya, Presint 8, 62250 Putrajaya, Malaysia",0,555,0.0,2015-06-27,1852.0,2.9398,101.68299999999999,1,2,4,1,10
438,"Block C, Ground Floor (Admin Office M3, T1, 3, Jalan Siswa, Taman Kampar Siswa, 31900 Kampar, Negeri Perak, Malaysia",13,3138,0.0041427660930529,2017-09-06,1050.0,4.3296985,101.15490729999999,4,5,6,2,320
439,"Block J, Plaza Damas, Jalan Sri Hartamas 1, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",37,5121,0.007225151337629369,2016-07-18,1465.0,3.1645931000000003,101.65746999999999,6,6,5,3,36
440,"BlueEast (Orient Electronics), 26 km, Multan Rd, Maraka، Maraka Village, Lahore, Punjab 53000, Pakistan",0,172,0.0,2019-09-05,321.0,31.3894114,74.1499272,1,1,8,1,10
441,"Brickfields, Brickfields, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",407,42853,0.009497584766527432,2019-12-17,218.0,3.1297702000000003,101.69006440000001,9,9,8,4,81
442,"Brickfields, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",23,2664,0.008633633633633633,2019-03-31,479.0,3.129225,101.6861389,5,5,7,4,20
443,"British Columbia, Canada",513,54783,0.009364218827008379,2019-06-07,411.0,53.72666829999999,-127.6476205,9,9,8,4,81
444,"Broga, 71750 Semenyih, Selangor, Malaysia",14,653,0.021439509954058193,2013-08-17,2531.0,2.93669,101.9111479,4,2,3,5,320
445,"Bt. 3, 1/2, Jalan Jelawat 1, Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",42,12867,0.0032641641408253674,2012-01-14,3112.0,3.1124394,101.71723399999999,6,7,1,1,36
446,"Bu 11, 47400 Petaling Jaya, Selangor, Malaysia",74,3021,0.024495200264812975,2020-07-03,19.0,3.1262220000000003,101.604451,7,5,10,5,504
447,"Building, 17th Floor, 1701 Horizon Bay, 4 Blaauwberg Rd, Table View, Cape Town, 7441, South Africa",16,986,0.016227180527383367,2012-05-09,2996.0,-33.822309999999995,18.47782,4,3,2,5,320
448,"Bukit Beruntung, 48300 Rawang, Selangor, Malaysia",8,4806,0.0016645859342488557,2015-05-09,1901.0,3.4243887,101.55686709999999,3,6,4,1,60
449,"Bukit Dinding, 54200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",317,57758,0.005488417188960836,2020-07-07,15.0,3.1919044999999997,101.7570684,9,9,10,2,81
450,"Bukit Gasing, Petaling Jaya, Selangor, Malaysia",11,769,0.014304291287386216,2013-04-10,2660.0,3.1004490000000002,101.65406690000002,4,3,2,5,320
451,"Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",7582,1094065,0.009174905331730479,2020-07-13,1145.8333333333333,3.0589825,101.69617020000001,10,10,6,4,120
452,"Bukit Kiara, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",434,57088,0.007602298206278027,2019-11-20,245.0,3.1361396,101.62996609999999,9,9,8,3,81
453,"Bukit Lanjan, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",271,25548,0.010607483951777047,2020-07-12,10.0,3.1744334,101.619485,9,8,10,4,81
454,"Bukit OUG, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",200,29187,0.008756593836117803,2020-07-21,1857.6666666666667,3.0626675,101.6691012,8,8,4,4,144
455,"Bukit Rahman Putra, 47000 Sungai Buloh, Selangor, Malaysia",2,294,0.006802721088435374,2013-12-06,2420.0,3.216821,101.5603229,2,1,3,3,4
456,"Bukit Rimau, 40460 Shah Alam, Selangor, Malaysia",9,448,0.020089285714285716,2015-02-27,1972.0,2.990497,101.5289392,3,2,4,5,60
457,"Bukit Tandang, Puchong Jaya, 47190, Jalan Pipit, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",465,53602,0.00867504943845379,2020-07-18,4.0,3.0711155,101.6238631,9,9,10,4,81
458,"C-11-3, Soho 1, Jalan PJU 8/8A, Empire Damansara, 47820 Petaling Jaya, Selangor, Malaysia",13,1027,0.012658227848101266,2016-04-02,1572.0,3.1663519,101.6120823,4,3,5,5,320
459,"C-21, Jalan Medan Selayang 1, Medan Selayang, 68100 Batu Caves, Selangor, Malaysia",21,1906,0.011017838405036727,2019-03-28,482.0,3.2320385,101.67484920000001,5,4,7,5,20
460,"C1-1-2, parklane OUG Shopoffice, NO.1, Jalan 1/152, Taman Overseas Union, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",2077,245319,0.008466527256347858,2020-07-04,18.0,3.0673492,101.6568316,10,10,10,4,120
461,"Cahaya Alam, 40170 Shah Alam, Selangor, Malaysia",2,392,0.00510204081632653,2014-07-23,2191.0,3.0859229999999997,101.490332,2,1,3,2,4
462,"Cahaya SPK, 40150 Shah Alam, Selangor, Malaysia",95,9320,0.011862184072484502,2015-04-20,1981.5,3.137121,101.5031441,7,7,4,5,504
463,"Cheras, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",260,29252,0.007686288902295237,2020-07-15,2179.6666666666665,3.1068447,101.7259197,9,8,3,3,81
464,"Cheras, Selangor, Malaysia",61,7463,0.00789886486357742,2020-07-10,2134.5,3.068518,101.7704228,7,7,3,4,504
465,"Chinatown Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",101,7975,0.012664576802507837,2020-03-20,124.0,3.1428443,101.6968667,8,7,9,5,144
466,"City, Lebuh IRC, Ioi Resort, 62502 Putrajaya, Selangor, Malaysia",26,2419,0.010748243075651096,2017-04-10,1199.0,2.9666806,101.7181657,5,5,6,5,20
467,"Citypark, F1, 2-G, Jalan Multimedia 7/Ag, I-City, 40000 Shah Alam, Selangor, Malaysia",8,440,0.01818181818181818,2016-03-30,1575.0,3.064804,101.483765,3,2,5,5,60
468,"Cleora, OK 74331, USA",1,299,0.0033444816053511705,2011-05-10,3361.0,36.568596500000005,-94.92325129999999,1,1,1,1,10
469,"Club House, Kajang East Precinct 2, 43500, 43500, 43500 Kajang, Selangor, Malaysia",5,615,0.008130081300813009,2014-10-09,2113.0,2.9555877999999995,101.8321681,3,2,4,4,60
470,"Corporate Block, Unipark Suria, Jalan Ikram-Uniten, Kawasan Institusi Bangi, 43000 Kajang, Selangor, Malaysia",130,22116,0.005878097305118467,2019-10-02,294.0,2.979266,101.739063,8,8,8,3,144
471,"Cova Square Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",2,1112,0.0017985611510791368,2010-03-22,3775.0,3.148289,101.573838,2,3,1,1,4
472,"Cyberjaya, 47100 Cyberjaya, Selangor, Malaysia",416,41225,0.009479408558461218,2019-01-03,620.0,2.9607631000000003,101.6619511,9,9,7,4,81
473,"Cyberjaya, Selangor, Malaysia",4196,293539,0.01474039023597618,2020-07-18,1434.8333333333333,2.921318,101.6559349,10,10,5,5,120
474,"D'alpinia, 47100 Puchong, Selangor, Malaysia",57,19063,0.0029900855059539423,2010-11-24,3528.0,2.978875,101.6535521,7,8,1,1,504
475,"D'alpinia,, D'alpinia, 47120 Puchong, Selangor, Malaysia",199,28707,0.0069321071515658205,2018-07-05,748.0,2.9800058999999997,101.645995,8,8,7,3,144
476,"D'island, Jalan Timur 2, Taman Tasik Puchong, 47130 Puchong, Selangor, Malaysia",3,1718,0.0017462165308498253,2012-02-27,3068.0,2.9584672999999997,101.6055925,2,4,2,1,4
477,"D-07-04 & D-07-05, Block D, Plaza Mont' Kiara, No. 2, Jalan Kiara, Mont' Kiara, Kuala Lumpur, 50480, Kuala Lumpur, WP Kuala Lumpur, Mont Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",81,8089,0.010013598714303375,2018-05-05,809.0,3.16535,101.65100000000001,7,7,7,4,504
478,"D-19-G, Jalan Atmosphere 7, 43400 Seri Kembangan, Selangor, Malaysia",218,26328,0.008280158006684898,2020-07-17,5.0,2.9827291000000002,101.66079079999999,8,8,10,4,144
479,"DC Residensi, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",108,19322,0.0055894834903219125,2019-05-19,430.0,3.1474284,101.6607079,8,8,8,2,144
480,"Damansara Damai, 47810 Petaling Jaya, Selangor, Malaysia",172,24600,0.006991869918699187,2020-06-25,27.0,3.184182,101.5997221,8,8,10,3,144
481,"Damansara Damai, Petaling Jaya, Selangor, Malaysia",3,491,0.006109979633401222,2016-09-06,1415.0,3.1929950000000002,101.5923431,2,2,5,3,4
482,"Damansara Foresta Condominium, PJU 9, Persiaran Meranti, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",5367,824385,0.008517836348070395,2020-06-26,1590.0,3.181858,101.611623,10,10,5,4,120
483,"Damansara Intan, 47300 Petaling Jaya, Selangor, Malaysia",1,612,0.0016339869281045752,2010-11-25,3527.0,3.130803,101.6261767,1,2,1,1,10
484,"Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",14,1038,0.01348747591522158,2016-09-24,1397.0,3.1284193,101.6184025,4,3,5,5,320
485,"Damansara Perdana, 47400 Petaling Jaya, Selangor, Malaysia",1,418,0.0023923444976076554,2013-08-12,2536.0,3.1717551,101.615669,1,2,3,1,10
486,"Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",171,22597,0.008754319950100618,2016-03-06,2266.25,3.1694232999999996,101.608673,8,8,3,4,144
487,"Damansara, Selangor, Malaysia",28,8133,0.0017552657973921766,2016-02-26,1803.0,3.0940939999999997,101.54754090000002,5,7,4,1,20
488,"Danau Kota Komersial , No.1 Jalan 6a/6, off, Jalan Taman Ibu Kota, Taman Danau Kota, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",135,23055,0.005855562784645413,2020-02-18,155.0,3.2088443,101.71901690000001,8,8,9,3,144
489,"Dataran Otomobil, Blok 8, 15/H, Jalan Pahat H 15/H, Seksyen 15, 40200 Shah Alam, Selangor, Malaysia",2,1104,0.0018115942028985507,2010-08-24,3620.0,3.064545,101.527013,2,3,1,1,4
490,"Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",166,13179,0.012134689037325758,2020-06-04,828.0,3.186244,101.6299321,8,7,7,5,144
491,"Desa Setapak, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",9,1366,0.006588579795021962,2010-02-03,3822.0,3.2066369999999997,101.73281109999999,3,4,1,3,60
492,"Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",181,17460,0.010366552119129438,2020-03-23,121.0,3.1615337,101.6489881,8,8,9,4,144
493,"Desaria Villa Condominium No.1, Jalan Desaria Kg, Kampung Pulau Meranti, 47120 Puchong, Selangor, Malaysia",3,332,0.009036144578313253,2016-08-02,1450.0,2.9772927000000005,101.6386563,2,1,5,4,4
494,"Dorsett Waterfront Subang, Jalan SS12/1, SS12, 47500 Subang Jaya, Selangor, Malaysia",609,87801,0.006936139679502512,2020-07-03,19.0,3.0797179,101.5949218,9,9,10,3,81
495,"Dutamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",347,65473,0.00266668715993975,2020-07-19,1650.5,3.1742235,101.6629828,9,9,5,1,81
496,"Dutamas, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",1375,142279,0.00966411065582412,2020-07-11,11.0,3.1850037,101.6635151,10,10,10,4,120
497,"Dutamas, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",32,2395,0.013361169102296452,2018-11-03,627.0,3.1780310000000003,101.6609507,6,5,7,5,36
498,"E Coast Park Service Rd, East Coast Park, Singapore",0,537,0.0,2014-05-24,2251.0,1.3007841999999998,103.9121866,1,2,3,1,10
499,"E9, Lebuhraya Sungai Besi, Bandar Tasik Selatan, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",1,4979,0.0002008435428800964,2013-07-16,2563.0,3.0704352999999998,101.7072921,1,6,3,1,10
