,name,replies,views,last_posted_at,len_name,weird_characters
986,Ramah Pavilion by M Summit Group ,3,640,2017-01-31 10:59:00,33,False
987,"CONNECTIVITY - PENANG LRT, TRAM",34,"1,742",2017-01-30 21:56:00,31,False
990,What happen in year of Rooster,0,411,2017-01-28 21:58:00,30,False
991,"Reizz Residence in Jalan Ampang, KLCC only RM595k",16,"1,399",2017-01-20 10:03:00,49,False
992,"D' Premier II @ Bandar Damai Perdana, Cheras",1,727,2017-01-10 10:45:00,44,False
993,Looking for Subsale Condo/Apartment - Puchong Area,13,566,2017-01-09 09:27:00,50,False
995,Sorry wrong place,2,310,2017-01-06 08:52:00,17,False
996,Mansion Park @ Cyberjaya,93,"9,250",2017-01-04 15:47:00,24,False
997,"Desa Permai, Taman Desa",9,"1,119",2017-01-03 15:22:00,23,False
998,PAVILION SQUARE KUALA LUMPUR,31,"8,358",2017-01-02 08:25:00,28,False
999,C180- The Livia ,204,"23,205",2017-01-01 16:22:00,16,False
1000,Commercial Property,10,432,2016-12-31 16:14:00,19,False
1002,"KONDOMINIUM RAFFLESIA, BANDAR BARU SENTUL",59,"10,373",2016-12-27 18:34:00,41,False
1003,MOVE TO COOL OFF PROPERTY INDUSTRY COULD BACKFIRE,209,"13,945",2016-12-27 10:33:00,49,False
1004,"Apartments in Subang Jaya, USJ and Ara Damansara",29,"1,642",2016-12-26 13:27:00,48,False
1005,SANJUNG @ NORTH KIARA by ABL Property,80,"10,598",2016-12-22 18:43:00,37,False
1006,"CONLAY PLACE, KUALA LUMPUR CITY CENTRE",20,"1,947",2016-12-22 16:27:00,38,False
1007,MKH WORLD @ SERI KEMBANGAN,69,"8,964",2016-12-16 01:49:00,26,False
1008,DATUM IN-CITY ,29,"7,516",2016-12-04 08:37:00,14,False
1009,PKUB: Portal Kuota Bumiputra WPKL,15,837,2016-12-02 22:20:00,33,False
1010,Harbour City @ Pulau Melaka,0,545,2016-11-29 09:40:00,27,False
1012,KL TRILLION RESIDENCES | OFFICE ,51,"9,123",2016-11-25 22:44:00,32,False
1013,D'MAJESTIC SUITES & RESIDENZ @ JALAN PUDU ,36,"10,424",2016-11-25 22:29:00,42,False
1014,MKH CITY @ KAJANG CBD,27,"2,186",2016-11-22 15:49:00,21,False
1015,PR1MA @ Bukit Jalil,20,"6,623",2016-11-22 14:25:00,19,False
1016,3 Towers Commercial Development - Sri Dong Lai,2,463,2016-11-20 15:11:00,46,False
1017,AirBNB : Summersuites,7,843,2016-11-18 20:59:00,21,False
1019,"Aston Kiara 3, Jalan Kiara 3 Mont Kiara",1,945,2016-11-17 16:28:00,39,False
1020,DESA BUSINESS SUITES @ TAMAN DESA,10,"2,634",2016-11-16 13:16:00,33,False
1021,Invest in Lagoon Perdana,7,867,2016-11-10 23:17:00,24,False
1023,Fera Residence@ Wangsa Maju ,37,"2,158",2016-11-08 23:45:00,28,False
1024,Recent bukit jalil projects launched comparision,5,594,2016-11-08 08:35:00,48,False
1025,PARAISO THE EARTH,6,948,2016-11-07 21:00:00,17,False
1026, Saujana Puchong's Master Title or Grant,0,189,2016-11-07 16:33:00,40,False
1027,Villamas apartment Puchong Jaya,7,590,2016-11-02 18:40:00,31,False
1029,THE SHIBUYA PLACE @ KELANA JAYA ,41,"4,826",2016-10-30 13:36:00,32,False
1030,KL Metropolis Arte Mont Kiara,3,859,2016-10-26 08:50:00,29,False
1031,I-Residence Kota Damansara,18,668,2016-10-25 12:14:00,26,False
1032,1RAZAK MANSION ,34,"9,141",2016-10-12 11:12:00,15,False
1033,Help me decide on my first investment property,65,"4,142",2016-10-10 14:58:00,46,False
1034,U-THANT PLACE @ EMBASSY ROW,22,"4,446",2016-10-06 15:13:00,27,False
1035,Auction non default property,17,957,2016-10-06 13:31:00,28,False
1036,"WESTSIDE III, DESA PARKCITY","3,056","260,834",2016-10-06 00:52:00,27,False
1037,THE BREEZEWAY @ PARKCITY TOWN CENTER ,74,"15,054",2016-10-05 17:14:00,37,False
1038,Desa Park City,14,"1,777",2016-10-05 17:13:00,14,False
1039,IOI SKY WALK @ PUCHONG ,35,"2,871",2016-10-05 15:35:00,23,False
1040,EVORA TOWERS @ JALAN TUN RAZAK,20,"1,058",2016-10-04 10:45:00,30,False
1041,New Landed development in Sri Petaling,5,954,2016-09-29 17:50:00,38,False
1042,Genting highland new project,26,"6,410",2016-09-26 18:50:00,28,False
1043,STELLAR SKY VILLAS @ DAMANSARA JAYA,14,"1,038",2016-09-24 11:47:00,35,False
1044,need opinions for purchasing properties,10,877,2016-09-22 01:12:00,39,False
1045,Bandar Nusa Rhu 2.5 storey landed house,1,352,2016-09-19 20:51:00,39,False
1046,Covillea Bukit Jalil,"2,496","293,406",2016-09-19 19:51:00,20,False
1048,Anyone here used,16,814,2016-09-12 09:29:00,16,False
1049,MRCB GERMAN EMBASSY LAND,19,"1,240",2016-09-10 19:27:00,24,False
1050,"Q3 @ EAST KL, TAMAN BUKIT PERMAI, CHERAS",24,"2,380",2016-09-08 14:14:00,40,False
1051,"Project 68 @ Sungai Besi , Kuala Lumpur",17,"1,467",2016-09-07 22:00:00,39,False
1052,Should the government impose affordable properties,39,"1,561",2016-09-06 20:16:00,50,False
1053,AVA DAMANSARA @ DAMANSARA DAMAI,3,491,2016-09-06 17:09:00,31,False
1054,SDB'S NEW PROJECT BUKIT SERDANG,21,"2,747",2016-09-05 17:17:00,31,False
1055,THE MAISONS RESIDENCE @ RAWANG,13,845,2016-09-04 09:33:00,30,False
1057,DEBAO-PCSB NEW REDEVELOPMENT PLAN FOR PLAZA RAKYAT,30,"1,405",2016-08-19 12:37:00,50,False
1058,1 BR vs 1+1 vs 2 BR,13,609,2016-08-18 23:41:00,19,False
1059,The slow but resilient luxury condo market in KL,20,"1,430",2016-08-18 13:18:00,48,False
1060,Why Chinese investors are warming up to Malaysia’s,17,"1,348",2016-08-17 17:09:00,50,False
1061,CYBERJAYA - Next Phase of Growth V2,76,"5,672",2016-08-16 07:13:00,35,False
1062,New Project below 400k | Nearby Sunway Pyramid,27,"1,405",2016-08-15 21:39:00,46,False
1063,"Japanese Project "" Ohako """,2,503,2016-08-15 17:11:00,26,False
1064,Eastpark 72@Bandar Mahkota Cheras,22,"6,147",2016-08-13 18:07:00,33,False
1065,3RESIDENCES @ KAJANG,213,"14,813",2016-08-11 18:16:00,20,False
1066,AKTA KERAJAAN TEMPATAN 1976,10,439,2016-08-11 16:52:00,27,False
1067,Any new project,5,428,2016-08-11 13:03:00,15,False
1068,Buying units above shoplot,10,441,2016-08-09 09:38:00,26,False
1069,Smart Financing,37,"7,293",2016-08-07 11:26:00,15,False
1070,LION GROUP'S TAMAN SUPREME CHERAS CONDOMINIUMS,15,901,2016-08-04 13:53:00,46,False
1071,EIGHT SENTRAL @ KL SENTRAL ,24,"2,821",2016-08-02 21:57:00,27,False
1072,"Desaria Villa Condo, Pulau Meranti",3,332,2016-08-02 18:50:00,34,False
1073,Sell with Tenant or Without Tenant,21,989,2016-07-22 13:26:00,34,False
1074,ONE SULTAN ISMAIL,12,"1,344",2016-07-19 23:07:00,17,False
1075,"Mayfair @ Sri Hartamas, KL",37,"5,121",2016-07-18 12:30:00,26,False
1076,SOS Parc One South,1,237,2016-07-18 12:13:00,18,False
1077,SENTUL VILLAGE  | SENTUL POINT ,"1,292","235,841",2016-07-13 22:48:00,31,False
1078,REDEVELOPMENT OF PLAZA OUG PROJECT,52,"3,822",2016-07-13 21:38:00,34,False
1079,kota kemuning housing,15,"1,593",2016-07-13 16:33:00,21,False
1080,Finding a Property Agent or Agency,5,"1,734",2016-07-06 10:59:00,34,False
1081,Desa Petaling Properties,20,"2,849",2016-07-04 19:00:00,24,False
1082,AQUALIS @ MINES WELLNESS CITY,42,"2,624",2016-07-04 10:57:00,29,False
1085,ASIAQUEST'S NEW MONT KIARA PROJECT,18,"2,262",2016-06-29 10:33:00,34,False
1086,Ridzuan Condominium Bandar Sunway,3,369,2016-06-28 18:22:00,33,False
1087,Parkview KLCC vs Ayu Prima Setia Alam,26,"3,203",2016-06-28 12:45:00,37,False
1090,Property Hotspot @ Kajang,263,"22,053",2016-06-22 07:37:00,25,False
1091,"Usj Goodyear court 10, 9",0,190,2016-06-20 17:48:00,24,False
1092,LEADMONT GROUP'S SENTUL DEVELOPMENT,11,881,2016-06-18 22:22:00,35,False
1093,Rosa68 @ Taman Bunga Ros | Klang,4,692,2016-06-17 19:15:00,32,False
1094,HAP SENG'S NEW KUALA SELANGOR TOWNSHIP,20,"1,256",2016-06-16 20:04:00,38,False
1095,BRISWOOD RESIDENCE @ BANDAR UTAMA,32,"5,037",2016-06-14 20:42:00,33,False
1096,Kayu Ara Petaling Jaya,23,"1,190",2016-06-13 16:21:00,22,False
1097,3 sty Terrace House at Bangi,45,"2,147",2016-06-13 00:06:00,28,False
1098,REDEVELOPMENT OF BRITISH AMERICAN TOBACCO FACTORY,12,"4,779",2016-06-10 09:35:00,49,False
1099, Average cost psft for a double storey house,0,243,2016-06-08 18:27:00,44,False
1100,Lawyer for low cost apartment,1,"4,414",2016-06-08 13:06:00,29,False
1102,Ramada Lumut Resort,23,"4,325",2016-06-06 12:03:00,19,False
1103,PR1MA Rantau,2,"1,041",2016-06-05 23:30:00,12,False
1104,"ForestVille, Pg CyberCity ",0,192,2016-05-30 19:28:00,26,False
1105,Sentul Village 🏢or Kl trader squre gombak🏢,3,294,2016-05-30 07:49:00,42,False
1106,LATITUD3 @ JALAN UNIVERSITI ,85,"12,703",2016-05-29 23:44:00,28,False
1107,D'SARA SENTRAL ,119,"12,230",2016-05-29 00:41:00,15,False
1108,D'pines in Pandan Indah,2,334,2016-05-27 11:07:00,23,False
1109,Sfera Residence vs Ceria Residence,19,"1,716",2016-05-27 09:22:00,34,False
1110,ONE BEDDER  vs TWO BEDDER ,0,310,2016-05-26 15:08:00,26,False
1111,"Bandar Rimbayu V4, The Township Nature Perfected","3,198","330,651",2016-05-25 22:10:00,48,False
1112,Which property for rental,10,467,2016-05-24 16:46:00,25,False
1113,NADAYU 28 SUNWAY ,255,"48,854",2016-05-24 16:36:00,17,False
1114,Putra One Residence Serv Apartment,30,"8,618",2016-05-24 09:55:00,34,False
1115,Condominium - Price VS Floor VS Number VS View,18,580,2016-05-20 16:55:00,46,False
1116,SAVILLE @ JALAN TUN RAZAK,20,"1,579",2016-05-19 18:44:00,25,False
1118,RIMBA RESIDENCE @ BANDAR KINRARA ,12,"2,590",2016-05-15 00:12:00,33,False
1119,100 RESIDENCY @ SETAPAK ,52,"8,308",2016-05-14 23:32:00,24,False
1120,Bukit Puchong 2,0,228,2016-05-14 18:04:00,15,False
1121,EcoMajestic @ Semenyih ,"2,011","155,609",2016-05-13 23:36:00,23,False
1122,PV @ SALAK SOUTH,17,884,2016-05-13 17:20:00,16,False
1123,ASET KAYAMAS/SINERJUTA'S WANGSA MAJU PROJECT,32,"2,331",2016-05-09 17:25:00,44,False
1124,Low Cost Apartment Investment,52,"7,801",2016-05-04 11:59:00,29,False
1126,Savanna Executive Bangi v2,"2,688","220,473",2016-04-28 18:45:00,26,False
1127,Schedules H & G and Subsequent Extension of SPA,10,"1,557",2016-04-27 21:08:00,47,False
1128,BAYU @ SIERRAMAS,7,443,2016-04-18 19:47:00,16,False
1129,EcoMajestic @ Semenyih ,"1,995","184,693",2016-04-18 10:46:00,23,False
1130,SUNWAY GEO RESIDENCES 3 @ SUNWAY SOUTH QUAY,32,"3,972",2016-04-16 22:45:00,43,False
1131,Appointment of property agent for tenancy,1,262,2016-04-16 06:56:00,41,False
1132,OXLEY @ SECTION 16 PETALING JAYA,32,"3,628",2016-04-14 11:11:00,32,False
1134,Studio unitWTB,11,608,2016-04-12 13:17:00,14,False
1135,"Mutiara merdekan condominium, Ampang",19,"4,835",2016-04-11 16:39:00,36,False
1136,Tropicana Heights v4,43,"1,592",2016-04-11 14:38:00,20,False
1137,Malacca Business Centre Ayer Keroh,15,"1,928",2016-04-11 00:27:00,34,False
1138,Paramount to launch project in Glenmarie,118,"14,541",2016-04-06 18:24:00,40,False
1139,Suria Saujana Home Suites,19,"3,104",2016-04-04 14:05:00,25,False
1140,3 Elements @ Puchong South,1,311,2016-04-02 22:06:00,26,False
1141,empire damansara soho is it under HDA,13,"1,027",2016-04-02 20:18:00,37,False
1142,Investment in Shah Alam,8,440,2016-03-30 23:31:00,23,False
1143,HCK CAPITAL'S NORTH KIARA DEVELOPMENT,11,781,2016-03-30 22:00:00,37,False
1145,19 Perdana By Hamton,4,495,2016-03-25 10:27:00,20,False
1146,15 y.o condo Sri Hartamas,4,460,2016-03-24 12:45:00,25,False
1148,VILLA DOMUS @ SRI GOMBAK,32,"6,798",2016-03-20 15:04:00,24,False
1149,NOUVELLE RESIDENCE @ SUBANG JAYA,6,933,2016-03-18 21:29:00,32,False
1150,"Bayu Suria, Balakong",46,"4,233",2016-03-18 13:07:00,20,False
1151,KAMPAR Meadow Park,5,"2,148",2016-03-17 16:55:00,18,False
1152,D'RAPPORT - FESTA PHASE 1 ,21,"2,836",2016-03-13 11:10:00,26,False
1153,IRDK RESIDENCES @ WANGSA MAJU,18,"2,651",2016-03-12 14:57:00,29,False
1154,Vacant possession of rental property,0,264,2016-03-11 23:29:00,36,False
1156,"Menara Menjalara, Manjalara Kepong",26,931,2016-03-07 09:40:00,34,False
1157,FREESIA RESIDENCES @ DAMANSARA PERDANA,96,"10,861",2016-03-06 23:25:00,38,False
1158,Alam Impian Pentas 5,3,416,2016-03-01 12:51:00,20,False
1159,Main Place Residence problem,3,445,2016-03-01 00:22:00,28,False
1160,FOREST HILL DAMANSARA PHASE 2 ,28,"7,976",2016-02-26 11:50:00,30,False
1161,Pine Valley Putrajaya beside IOI City Mall,14,"1,997",2016-02-26 00:23:00,42,False
1162,To sell property on my own,8,877,2016-02-23 14:39:00,26,False
1164,Menara alpha carpark for rent,0,246,2016-02-20 05:00:00,29,False
1165,Looking for apartment in Bandar Utama or One Utama,21,"1,358",2016-02-19 15:56:00,50,False
1166,PV @ AMPANG HILIR,33,"3,013",2016-02-16 15:00:00,17,False
1167,Aveda Taman Desa Mas @ Rawang,514,"38,536",2016-02-15 09:52:00,29,False
1168,Plantation Yield vs House Rental Yield,11,589,2016-02-13 18:31:00,38,False
1169,Kepong Five ,63,"8,714",2016-02-12 23:18:00,12,False
1170,"Water, electricity bills",4,410,2016-02-11 20:37:00,24,False
1171,"Ehsan Residence, Sepang",24,"1,532",2016-02-06 17:15:00,23,False
1172,"Desaminium Rimba, Sri kembangan",19,"8,364",2016-02-03 10:13:00,31,False
1173,Emerald Avenue Lifestyle Mall,9,661,2016-02-02 21:00:00,29,False
1174,Putra Heights - Marvelane Homes By The Lake,3,652,2016-01-28 11:52:00,43,False
1175,M101 THE ROOF KUALA LUMPUR,4,959,2016-01-28 09:31:00,26,False
1176,Boutique Villas,2,451,2016-01-18 18:18:00,15,False
1177,BRISWOOD'S BUKIT JALIL MIXED DEVELOPMENT,54,"5,387",2016-01-18 08:46:00,40,False
1178,YOU CENTRAL @ SEC.13 PETALING JAYA,10,916,2016-01-17 21:19:00,34,False
1179,7 tips for 1st time landlord to advertise online,10,643,2016-01-15 22:46:00,48,False
1181,Current Market Value Price for Flora Damansara,14,538,2016-01-14 07:53:00,46,False
1182,Samarahan Kuching Sarawak,0,199,2016-01-12 11:30:00,25,False
1184,Sri Kinabalu Wangsa Maju,3,565,2016-01-11 11:52:00,24,False
1185,The Duo 2 at USJ 1,10,"1,482",2016-01-09 13:39:00,18,False
1186,SAFUAN SUITES,14,"1,949",2016-01-08 19:16:00,13,False
1188,"City Of Dreams @ Seri Tg Pinang, Penang",1,976,2016-01-06 00:58:00,39,False
1189,SPRINGVILLE RESIDENCE @ TAMAN EQUINE,30,"6,261",2016-01-04 12:34:00,36,False
1190,"I want to buy, but don't know where to buy",11,727,2016-01-03 00:05:00,42,False
1193,Cova Suite and Cova Villa,195,"27,456",2015-12-28 23:33:00,25,False
1194,PARK RESIDENCE @ MEDINI,15,"2,077",2015-12-26 10:53:00,23,False
1195,Ukay Height / Ampang height RM300K,20,"4,713",2015-12-25 15:30:00,34,False
1196,Property Investment in Kuching  or Johor,31,"6,326",2015-12-25 08:55:00,40,False
1197,PR1MA BANDAR TUN RAZAK ,91,"25,122",2015-12-23 22:03:00,23,False
1198,The Potpourri Residence Ara Damansara,2,431,2015-12-23 18:43:00,37,False
1199,WTA Property at Old Klang Road,11,495,2015-12-21 15:53:00,30,False
1200,wangsa maju area,76,"6,346",2015-12-17 15:03:00,16,False
1201,Wangsa Maju NEW Project,6,531,2015-12-17 14:37:00,23,False
1202,"LEXA,THE QUARTZ@WANGSA MAJU",4,631,2015-12-17 14:35:00,27,False
1203,Taman Topaz Apartment - Medium Low Cost Apartment,7,736,2015-12-16 22:42:00,49,False
1204,KLANG VALLEY PROPERTY BEST PERFORMANCE,0,343,2015-12-15 19:29:00,38,False
1205,Iskandar Malaysia Updates,9,667,2015-12-14 18:03:00,25,False
1207,Bandar Seri Coalfields,"3,177","506,918",2015-12-10 11:39:00,22,False
1208,Interesting Article,14,773,2015-12-09 10:00:00,19,False
1209,Bandar Puteri Puchong,"2,718","266,904",2015-12-08 23:11:00,21,False
1210,Daikin vs York,12,"1,196",2015-12-07 12:50:00,14,False
1211,Housemate Wanted,0,239,2015-12-07 10:18:00,16,False
1212,"KIARA 5 SERVICED SUITES | Mont Kiara, KL",11,"1,955",2015-12-07 01:38:00,40,False
1214,TRADEWINDS BELFIELD,36,"3,759",2015-12-03 14:02:00,19,False
1215,Bangsar Trade Center,0,289,2015-12-01 15:39:00,20,False
1216,Puncak jalil still good to go for buying+investing,27,"3,110",2015-11-30 16:09:00,50,False
1218,bukit puchong 2,8,"1,903",2015-11-29 01:55:00,15,False
1219,Property Investment Calculation,11,733,2015-11-27 01:39:00,31,False
1220,Windmill Upon Hills ,0,518,2015-11-23 13:36:00,20,False
1221,LAKEVILLE RESIDENCE @ TAMAN WAHYU,"2,395","311,838",2015-11-22 23:30:00,33,False
1222,KLANG VALLEY MRT CIRCLE LINE INVESTMENT PROPERTIES,11,644,2015-11-21 20:02:00,50,False
1223,Property Investment Talk,0,247,2015-11-18 13:00:00,24,False
1224,OPUS SOFO @ BANDAR SRI DAMANSARA,30,"3,082",2015-11-11 16:41:00,32,False
1225,Want to rent a place in KL/Selangor,10,409,2015-11-09 11:08:00,35,False
1226,CYBERJAYA - Next Phase of Growth,"3,463","209,581",2015-11-07 22:57:00,32,False
1227,End lot USJ One avenue for sale,0,260,2015-11-06 17:27:00,31,False
1228,HILIR @ AMPANG,3,574,2015-11-04 10:03:00,14,False
1229,Failed to deliver full set of entrance door keys,8,468,2015-11-04 08:05:00,48,False
1230,REV.O @ BKT JALIL CITY,134,"9,141",2015-11-03 22:39:00,22,False
1231,"Any recommedation for Oven, mainly for baking",0,264,2015-11-02 15:29:00,45,False
1232,Rawang Emerald West,10,948,2015-11-01 12:57:00,19,False
1233,SETIA ECOHILL  ,"2,010","193,419",2015-10-28 09:12:00,15,False
1234,DeSkye Condo @ Jalan Ipoh Batu 5,284,"49,526",2015-10-26 17:48:00,32,False
1235,Studio Unit in Damansara Perdana,18,"1,561",2015-10-26 08:24:00,32,False
1236,"Aman Perdana Semi-D, Klang Meru",31,"7,673",2015-10-25 10:55:00,31,False
1237,WTR - Midah Ria Condo,0,225,2015-10-24 01:45:00,21,False
1238,SUNWAY GALAXY @ KOTA DAMANSARA,29,"4,132",2015-10-22 22:32:00,30,False
1239,House next to TNB power sub station,32,"3,550",2015-10-22 09:54:00,35,False
1240,"wta rental rate differences between PF and FF, Par",4,489,2015-10-21 14:38:00,50,False
1242,Puchong - The Heron Residency Review needed,6,"1,377",2015-10-21 10:50:00,43,False
1243,"Kristal View, Seksyen 7 Shah Alam",63,"19,309",2015-10-19 16:43:00,33,False
1244,The Park Residence @ Bukit Jalil,4,572,2015-10-18 11:29:00,32,False
1245,PANTAI GREEN RESIDENCES,6,999,2015-10-18 09:13:00,23,False
1246,THE ROBERTSON @ BUKIT BINTANG,"2,411","205,262",2015-10-17 22:16:00,29,False
1247,Leveraging on high car park demand in UK,18,"1,634",2015-10-16 23:47:00,40,False
1248,OLIVE PLATINUM @ JALAN AMPANG,7,"1,002",2015-10-09 22:50:00,29,False
1249,DAMAI CIRCLES SERVICE APARTMENTS,3,466,2015-10-09 19:09:00,32,False
1250,The Forum @ Setia Alam ,0,631,2015-10-07 08:59:00,23,False
1251,Investing in Low/Medium Cost Apartments,16,"3,042",2015-10-05 23:36:00,39,False
1252,Room to Let at Damansara Jaya,0,358,2015-10-05 10:24:00,29,False
1253,THE PARK SKY RESIDENCE @ BUKIT JALIL CITY,"1,543","229,985",2015-10-03 01:09:00,41,False
1254,REAL ESTATE NEGOTIATOR,0,305,2015-10-03 00:36:00,22,False
1255,International Listing Sites,2,419,2015-10-02 20:30:00,27,False
1257,LAND IN JALAN KEBUN  SHAH ALAM,1,557,2015-09-30 23:10:00,30,False
1258,"La Gloxinia, Kinarut, Sabah",0,452,2015-09-29 14:53:00,27,False
1259,BELFIELD CREST KUALA LUMPUR,12,"1,146",2015-09-29 11:20:00,27,False
1261,Country heights town house,11,"1,224",2015-09-26 10:09:00,26,False
1262,Larkin Scott Garden,3,869,2015-09-25 21:01:00,19,False
1263,"TROPICANA M GREENS, PETALING JAYA",69,"7,080",2015-09-22 14:20:00,33,False
1264,Link House - TTDI Grove Kajang,387,"45,160",2015-09-19 01:26:00,30,False
1265,How to rent out fast after VP,130,"6,035",2015-09-18 11:34:00,29,False
1267,SENSES @ ARA DAMANSARA,32,"5,597",2015-09-12 18:29:00,22,False
1268,The Colony by Infinitum @ KL Golden Triangle,3,804,2015-09-11 09:55:00,44,False
1270,New landed house in Klang Valley below RM600k,103,"9,121",2015-09-06 15:19:00,45,False
1271,Bandar Springhill,14,"2,167",2015-09-06 13:32:00,17,False
1272,International property investment,2,511,2015-08-29 16:52:00,33,False
1273,Regalia Sultan Ismail,2,651,2015-08-25 17:51:00,21,False
1274,Malaysia States Statistics,0,426,2015-08-25 14:03:00,26,False
1275,Jazz Residence Ara Damansara,79,"10,053",2015-08-21 23:02:00,28,False
1276,LAKE SAPPHIRE @ PUCHONG,3,890,2015-08-20 22:35:00,23,False
1277,SETIA ECOHILL  ,"1,998","175,071",2015-08-20 14:51:00,15,False
1278, Putra Perdana PP6,0,363,2015-08-19 19:03:00,18,False
1279,AUSTRALIA GOLD COAST,0,385,2015-08-19 12:29:00,20,False
1280,Mahkota Cheras,192,"23,739",2015-08-18 06:16:00,14,False
1281,Get Lastest Klang Valley Pre-Launch Projects News,1,563,2015-08-17 12:01:00,49,False
1282,"THE ALTIUM CEO-SUITES, DAMANSARA PERDANA",55,"9,318",2015-08-17 01:20:00,40,False
1283,MARRIOTT EXECUTIVE APARTMENTS @ IHC KLCC,17,"1,919",2015-08-14 15:25:00,40,False
1284,First Home Buyer,59,"3,134",2015-08-13 08:59:00,16,False
1286,Sunway GEO,173,"37,090",2015-08-06 11:33:00,10,False
1287,WTask Main Place USJ,11,"1,074",2015-08-01 16:06:00,20,False
1289,WTA Any agent specializing in Puncak Banyan Cheras,0,305,2015-07-30 21:28:00,50,False
1290,"Seremban, The Future Liveable City",122,"8,592",2015-07-28 23:00:00,34,False
1292,Wira heights semi D,0,423,2015-07-28 00:20:00,19,False
1293,New launch in klang valley for 400k,5,"1,136",2015-07-27 18:42:00,35,False
1294,Property/Stock Seminar in Malaysia,0,317,2015-07-26 12:30:00,34,False
1295,PELANGI @ SENTUL,41,"4,833",2015-07-24 12:18:00,16,False
1296,Investing in Puncak Sri Kelana,18,969,2015-07-19 17:48:00,30,False
1297,Two Type of Properties Investment,18,"1,745",2015-07-19 17:37:00,33,False
1298,Property/Rental at SS2 PJ is taking downward turn,157,"18,325",2015-07-19 12:04:00,49,False
1299,M city @ Jalan ampang,7,654,2015-07-17 10:04:00,21,False
1301,EKOCHERAS @ JALAN CHERAS  ,"2,184","173,115",2015-07-14 18:34:00,26,False
1302,Kota Damansara NEW Invesment Project,0,576,2015-07-13 17:58:00,36,False
1303,accepting a package on behalf of residents,8,643,2015-07-12 18:12:00,42,False
1304,Beauty Salon Business for Sale by end July 2015,0,253,2015-07-09 23:18:00,47,False
1305,Looking for Kitchen Cabinet/Kitchen Organizer,0,335,2015-07-04 14:56:00,45,False
1306,Kinrara Residence - Link Houses,622,"74,624",2015-07-03 04:11:00,31,False
1307,buying shoplot for investment,37,"4,385",2015-07-02 15:53:00,29,False
1308,Looking for Landed Property at Klang Valley,11,"1,336",2015-07-01 21:50:00,43,False
1309,RIANA 3 @ BANDARAYA KL,19,"4,084",2015-07-01 11:52:00,22,False
1310,KL Suburban Area ,1,389,2015-06-30 15:07:00,17,False
1311,"D'Wharf Residence, Port Dickson, Seremban",13,"2,220",2015-06-30 08:20:00,41,False
1312,J.TAFFETA RESIDENCE @ WANGSA MAJU,12,"1,921",2015-06-29 21:20:00,33,False
1313,JAKEL RESIDENCES @ KUALA LUMPUR CITY CENTRE,9,877,2015-06-29 15:14:00,43,False
1314,PUTRAJAYA VENTURES' FRENCH EMBASSY DEVELOPMENT,0,555,2015-06-27 23:46:00,46,False
1315,I-City Ultrapolis,50,"3,245",2015-06-27 16:39:00,17,False
1316,ALAM SANJUNG SERVICE APARTMENTS ,"1,371","129,389",2015-06-25 17:07:00,32,False
1317,Advise About Investment Property,24,"1,385",2015-06-25 11:26:00,32,False
1318,SETIA ECOHILL  ,"1,992","147,655",2015-06-25 11:05:00,15,False
1319,"Maxim Citylights @Sentul, Kuala Lumpur",6,"1,920",2015-06-24 17:57:00,38,False
1320,WTS Avenue D'vogue @PJ Sec 13,2,873,2015-06-19 15:10:00,29,False
1322, - Property Nearby KLCC,0,315,2015-06-14 18:15:00,23,False
1323,RM300K to buy a commercial lot next World Heritage,8,797,2015-06-12 00:23:00,50,False
1324,Any chance to get Puncak Jalil PUJ d.storey,42,"4,435",2015-06-11 16:33:00,43,False
1325,"Vedro mall FREEHOLD retail property, Malacca",10,"2,114",2015-06-11 13:37:00,44,False
1326,SAUJANA GREENS PUCHONG,5,"1,187",2015-06-11 12:20:00,22,False
1327,Iskandar Property Johor,24,"2,035",2015-06-09 15:58:00,23,False
1328,Advice help: hillpark meranti or wbh cendana,5,680,2015-06-09 12:31:00,44,False
1329,The Vantage @ Bandar Mahkota Cheras,13,"3,338",2015-06-08 18:10:00,35,False
1330,KUCHAI GARDENS,33,"2,879",2015-06-08 16:28:00,14,False
1332,"Opal Residensi @ Section 7, Shah Alam",14,"5,021",2015-06-07 21:55:00,37,False
1333,Any recommendation for decent new Condo at KL/PJ,11,579,2015-06-06 18:58:00,48,False
1334,Ara damansara / PJ,1,555,2015-06-06 13:57:00,18,False
1335,Property investment nearby MRT,3,"1,529",2015-06-06 01:27:00,30,False
1336,D'Pristine Grade A Corporate Office Tower in Medin,0,256,2015-06-05 12:42:00,50,False
1337,Polaris Suite in Selayang ,3,561,2015-06-03 19:51:00,26,False
1338,304K for 2 Room ,0,232,2015-06-02 23:47:00,16,False
1339,Pangsapuri PPA1M Larai @ Presint 6,5,"2,482",2015-05-31 08:10:00,34,False
1340,"I Suite Residency @ I City, Shah Alam",0,343,2015-05-27 17:01:00,37,False
1341,Southville city,2,359,2015-05-27 08:36:00,15,False
1342,Oversea property investment,31,"2,029",2015-05-25 10:37:00,27,False
1343,urgent need room to rent below rm280,2,336,2015-05-25 01:16:00,36,False
1344,THE JEWEL @ I-CITY,51,"5,147",2015-05-13 13:09:00,18,False
1345,SUNWAY PYRAMID SERVICE APARTMENTS PHASE 4,91,"12,864",2015-05-11 23:03:00,41,False
