,name,replies,views,last_posted_at,len_name,weird_characters
297,"Vista Kiara, Mont Kiara",99,"9,171",2020-04-19 21:25:00,23,False
298,Kajang 2- Mutiara Emas,5,618,2020-04-19 13:10:00,22,False
299,TR RESIDENCE @ JALAN TUN RAZAK,"2,481","221,962",2020-04-18 23:34:00,30,False
300,Altitude 236 Luxury Condo,304,"40,950",2020-04-17 20:18:00,25,False
301,19 SENTRAL  ,451,"61,222",2020-04-15 21:03:00,12,False
302,TIARA MUTIARA 2 ,"1,190","153,288",2020-04-14 20:21:00,16,False
303,Bangsar Trade Center,97,"17,970",2020-04-14 19:28:00,20,False
304,What Property To Buy with 22k Down-payment,34,"1,603",2020-04-14 00:33:00,42,False
305,TRX residence or CORE residence,40,"5,816",2020-04-13 13:48:00,31,False
306,Rampai Court,11,511,2020-04-11 21:35:00,12,False
307,GRAVIT8 @ KLANG SOUTH | NORDICA | ADRIA | ANDAMAN,907,"105,302",2020-04-10 12:55:00,49,False
308,PLAZA RESIDENCES & BOULEVARD @ KELANA JAYA,203,"26,240",2020-04-09 01:51:00,42,False
309,PAN'GAEA - PARAGON | SOLSTICE | ECLIPSE | KEPLER,"2,806","316,371",2020-04-08 16:46:00,48,False
310,"THE LOCUS @ KLCV, JALAN CHERAS",227,"25,981",2020-04-08 16:22:00,30,False
311,"Shaftsbury Square, Cyberjaya",501,"97,172",2020-04-07 00:26:00,28,False
312,THE LOUVRE @ COUNTRY HEIGHTS KAJANG,195,"21,563",2020-03-30 14:10:00,35,False
313,TTDI GATEWAY P2-4 | FUTURE PHASES,112,"15,190",2020-03-29 15:15:00,33,False
314,ONE RESIDENCES KUALA LUMPUR ,149,"30,179",2020-03-27 13:40:00,28,False
315,Empire City 2/ Harbour Valley @Damansara Perdana,281,"27,420",2020-03-25 23:22:00,48,False
316,"Semarak Condominium, Taman Raintree, Batu Caves","1,797","121,515",2020-03-23 17:11:00,47,False
317,THE SOCIETE @ DESA SRI HARTAMAS,181,"17,460",2020-03-23 13:37:00,31,False
318,GSH CORP'S CHINATOWN KL PROJECT,101,"7,975",2020-03-20 14:22:00,31,False
319,"Encorp, The Strand",137,"12,020",2020-03-17 10:54:00,18,False
320,Metro Cheras,319,"20,679",2020-03-17 08:13:00,12,False
321,THE LANDMARK @ KL CITY,22,"1,868",2020-03-16 00:57:00,22,False
322,SKYAWANI RESIDENCE & COMMERCIAL @ SENTUL ,545,"102,052",2020-03-15 14:22:00,41,False
323,TEE TEH'S OUG PROJECT,66,"7,915",2020-03-14 13:57:00,21,False
324,THE AMBER RESIDENCE @ TWENTYFIVE.7 KOTA KEMUNING,92,"19,607",2020-03-13 19:26:00,48,False
325,MK31 KLIFF RESIDENCES @ MONT KIARA,51,"6,888",2020-03-12 21:12:00,34,False
326,"Greenwoods, Salak Perdana",265,"34,575",2020-03-12 08:29:00,25,False
327,ASTREA MONT KIARA,158,"22,170",2020-03-11 10:50:00,17,False
328,RADIA @ BUKIT JELUTONG ,262,"37,379",2020-03-08 19:52:00,23,False
329,Bayu @ Pandan Jaya,596,"91,731",2020-03-08 12:51:00,18,False
330,RIANA DUTAMAS | SAVIO | PHASE 2 COMING SOON,113,"28,292",2020-03-08 12:21:00,43,False
331,THE GREENS @ SUBANG WEST ,341,"41,368",2020-03-07 16:05:00,25,False
332,RESIDENSI PUCHONGMAS ,311,"46,798",2020-03-06 00:34:00,21,False
333,ODEON RESIDENCY KUALA LUMPUR,14,905,2020-03-05 20:55:00,28,False
334,Ivory Residence @ Mutiara Heights ,542,"68,257",2020-03-05 18:09:00,34,False
335,RESIDENSI 22 @ MONT'KIARA ,525,"71,145",2020-03-05 17:08:00,26,False
336,Alam Sanjung V2 - Subang west,419,"45,000",2020-02-26 00:18:00,29,False
337,Re: Property rental with contract expired,4,393,2020-02-23 14:21:00,41,False
338,Tamara Residence @ Putrajaya,386,"46,884",2020-02-23 07:43:00,28,False
339,QUEENSVILLE KUALA LUMPUR @ BANDAR SRI PERMAISURI,441,"58,021",2020-02-22 10:30:00,48,False
340,"Imperio Mall @ Hatten City, Melaka Raya",13,"2,882",2020-02-21 21:30:00,39,False
341,ASTETICA RESIDENCES @ MINES SOUTH,96,"18,004",2020-02-21 03:19:00,33,False
342,GALLERIA II @ EQUINE PARK,53,"6,758",2020-02-20 14:24:00,25,False
343,RESIDENSI BERLIAN SETAPAK,93,"18,011",2020-02-20 12:43:00,25,False
345,"CEMARA DAMAI RESIDENCE @ ALAM DAMAI, CHERAS",56,"8,248",2020-02-19 14:44:00,43,False
346,Q SENTRAL @ KL Sentral,8,"2,766",2020-02-19 11:02:00,22,False
347,PR1MA ALAM DAMAI ,"1,181","159,866",2020-02-19 05:14:00,17,False
348,DANAU KOTA SUITE APARTMENTS ,135,"23,055",2020-02-18 18:36:00,28,False
349,Bumi discount vs Bumi Quota vs Bumi Lot,44,"2,785",2020-02-17 21:11:00,39,False
350,PINNACLE SRI PETALING,764,"132,408",2020-02-16 13:02:00,21,False
351,9INE SUNGAI PUTIH HILL @ CHERAS ,147,"25,181",2020-02-16 12:12:00,32,False
352,STELLAR SUITES @ BANDAR PUTERI PUCHONG,44,"7,146",2020-02-13 14:21:00,38,False
354,3RDNVENUE @ EMBASSY ROW | NEU SUITES,378,"55,468",2020-02-11 21:14:00,36,False
355,Skylake Residence @ Puchong ,27,"5,242",2020-02-07 23:19:00,28,False
356,Agile Property,61,"7,107",2020-02-06 00:17:00,14,False
357,VIM 3 @ DESA PARK NORTH ,114,"15,931",2020-02-05 23:12:00,24,False
359,"For work around KLCC, best place to stay",33,"2,762",2020-02-05 01:31:00,40,False
360,Bandar Mahkota Banting,73,"14,083",2020-01-23 21:57:00,22,False
361,D'PULZE CYBERJAYA ,"1,254","155,006",2020-01-22 15:51:00,18,False
362,"THE NEST @ RESIDENSI 357, SETAPAK ",167,"27,201",2020-01-21 15:30:00,34,False
363,Buying property in tourist attractions,27,"1,422",2020-01-19 12:05:00,38,False
364,Standard car park lot size,46,"27,581",2020-01-19 10:58:00,26,False
365,THE PLACE@CYBERJAYA ,397,"51,576",2020-01-19 07:47:00,20,False
366,THE GRAND SOFO @ KELANA JAYA ,66,"19,353",2020-01-16 21:31:00,29,False
367,THE WHARF PUCHONG ,"2,354","421,657",2020-01-16 11:48:00,18,False
368,"3 TOWERS KUALA LUMPUR, JALAN AMPANG ",263,"37,797",2020-01-11 20:49:00,36,False
369,LAMAN MIDAH,54,"7,099",2020-01-10 18:26:00,11,False
370,REGENCY SUITES @ BANGSAR TRADE CENTRE,84,"8,371",2020-01-10 11:52:00,37,False
371,PAVILION GENTING HIGHLANDS - COMING SOON IN 2019,146,"13,041",2020-01-09 23:09:00,48,False
372,"Kiaramas 8 blocks condos, 2 commi & 1 school",5,457,2020-01-08 15:30:00,44,False
373,AGILE EMBASSY GARDEN @ JALAN AMPANG,23,"2,171",2020-01-08 14:49:00,35,False
374,THE CAPERS @ SENTUL EAST ,"1,945","292,334",2020-01-08 14:14:00,25,False
375,THE ADDRESS @ TAMAN DESA | EMERALD ,265,"29,226",2020-01-07 17:32:00,35,False
376,BANYAN TREE SIGNATURES PAVILION KUALA LUMPUR ,44,"7,621",2020-01-06 20:39:00,45,False
377,Looking for a Feng Shui Master,85,"19,865",2020-01-06 16:00:00,30,False
378,Zenith Residences or Metropolitan Square,9,697,2020-01-05 22:53:00,40,False
379,Windmill Upon Hills,127,"25,232",2020-01-05 14:37:00,19,False
380,Horizon Ipoh,2,390,2020-01-05 02:54:00,12,False
381,UNICITY MALL SEREMBAN,57,"3,998",2020-01-04 16:00:00,21,False
382,RESIDENSI RAZAKMAS | THE HOLMES @ BANDAR TUN RAZAK,185,"32,000",2020-01-04 15:23:00,50,False
384,"Sunway Geo Residences,South Quay Bandar Sunway","1,292","154,919",2019-12-31 14:53:00,46,False
385,Boulevard Residence @ Damansara,410,"80,690",2019-12-30 15:12:00,31,False
386, KVMRT 3 MRT CIRCLE LINE,396,"42,711",2019-12-29 19:10:00,24,False
387,Puncak 7 or Prinshill Soft Launching now...,124,"7,425",2019-12-26 12:06:00,43,False
388,RESIDENSI HEKTAR @ JALAN GOMBAK ,49,"13,926",2019-12-25 19:57:00,32,False
389,KYK Height,22,"3,233",2019-12-24 22:46:00,10,False
390,TRACKING KLANG VALLEY NEW PROPERTY PRICE PSF,141,"25,087",2019-12-24 14:34:00,44,False
391,PINNACLE PETALING JAYA ,194,"40,441",2019-12-24 14:15:00,23,False
392,NOVO AMPANG,183,"24,250",2019-12-24 10:53:00,11,False
393,RESIDENSI GOMBAK 126 @ JLN GOMBAK ,86,"17,084",2019-12-23 20:54:00,34,False
394,Looking for property within 500k,20,"1,560",2019-12-23 14:18:00,32,False
395, MONORAIL LINE EXTENSION,118,"8,771",2019-12-23 12:41:00,24,False
397,Country Garden Danga Bay,65,"5,725",2019-12-23 00:08:00,24,False
398,RESIDENSI ZAMRUD,258,"40,161",2019-12-20 18:03:00,16,False
400,THE MANOR KUALA LUMPUR,78,"15,626",2019-12-18 21:47:00,22,False
401,THE RIV | RIVERIA CITY @ KL SENTRAL,407,"42,853",2019-12-17 00:08:00,35,False
402,NEXUS RESIDENCES @ KAJANG ,9,"1,346",2019-12-15 19:37:00,26,False
403,PARKHILL RESIDENCE | PPA1M BUKIT JALIL ,"2,621","412,884",2019-12-14 13:49:00,39,False
404,Bandar Kinrara 5,97,"6,834",2019-12-13 12:26:00,16,False
405,ROYCE RESIDENCE @ JALAN YAP KWAN SENG,28,"5,940",2019-12-11 22:23:00,37,False
406,TWY 2 @ MONT'KIARA,40,"6,353",2019-12-11 14:36:00,18,False
407,RESIDENSI PLATINUM OUG | VISTA OUG ,551,"75,783",2019-12-10 09:14:00,35,False
408,PANTAI SENTRAL PARK | INWOOD | SECOYA ,790,"150,863",2019-12-02 17:29:00,38,False
409,RIVERVILLE RESIDENCES @ OLD KLANG ROAD ,539,"86,943",2019-12-02 17:10:00,39,False
410,"Subang 2 NADAYU 801, Subang Murni",67,"13,820",2019-12-02 15:32:00,33,False
411,Bandar Tun Hussein Onn & Surroundings,26,"3,531",2019-11-29 18:46:00,37,False
412,Mahsuri & Mahlinja Residences @ Sekinchan Perdana,13,"1,303",2019-11-28 22:43:00,49,False
413,"TTDI SEGARIS, TAMAN TUN DR ISMAIL",78,"19,136",2019-11-28 14:18:00,33,False
414, KVMRT 2 SG BULOH-PUTRAJAYA LINE,"2,028","251,916",2019-11-27 22:54:00,32,False
415,VERDANA AT NORTH KIARA ,121,"26,858",2019-11-27 22:51:00,23,False
416,Danga Bay Area: 8scape @ Iskandar // Danga Bay Co,13,"2,216",2019-11-27 10:27:00,49,False
417,Jalil Damai Apartment Bukit Jalil,48,"9,299",2019-11-26 00:18:00,33,False
418,onlineHartanah,0,173,2019-11-25 13:50:00,14,False
419,VORTEX SUITES & RESIDENCES @ KLCC ,95,"12,059",2019-11-24 16:55:00,34,False
420,One stop ID > Reno > Rental Services,2,326,2019-11-20 22:03:00,36,False
421,STAR RESIDENCES @ KLCC | ONE | TWO,518,"71,911",2019-11-20 17:20:00,34,False
422,AIRA RESIDENCE @ DAMANSARA HEIGHTS,58,"12,464",2019-11-20 12:12:00,34,False
423,TTDI ASCENCIA  ,434,"57,088",2019-11-20 06:49:00,15,False
424,Mesahill@Nilai,105,"17,642",2019-11-19 11:20:00,14,False
425,"SUNWAY NEXIS, KOTA DAMANSARA ",202,"30,861",2019-11-16 17:06:00,29,False
426,ASTORIA AT AMPANG,173,"38,081",2019-11-16 16:26:00,17,False
427,PV21 PLATINUM VICTORY LAKE CONDO ,331,"53,543",2019-11-14 16:41:00,33,False
429,Looking for klang valley freehold landed property,50,"4,798",2019-11-13 18:33:00,49,False
430,BAYU @ SENTUL ,"2,296","295,976",2019-11-13 18:16:00,14,False
431,GRAND CONNAUGHT @ CHERAS KL,95,"6,959",2019-11-13 12:15:00,27,False
433,"SOHO, SOVO, SOFO owners... Please give your views",10,578,2019-11-07 22:00:00,49,False
434,YNH Project @ Genting Highlands,26,"1,940",2019-11-06 11:27:00,31,False
435,Prima U1 @ Shah Alam,748,"102,148",2019-11-05 22:56:00,20,False
436,THE SUITE STARZ @ SG BESI,258,"36,676",2019-11-05 22:15:00,25,False
437,PARADIGM RESIDENCE JOHOR BAHRU,6,430,2019-11-05 20:59:00,30,False
438,RESIDENCY V @ OLD KLANG ROAD ,702,"82,135",2019-11-05 11:42:00,29,False
439,DEBAO Property,29,"2,053",2019-11-04 17:24:00,14,False
440,"HIGHPARK SUITES, KELANA JAYA",767,"118,818",2019-10-30 16:16:00,28,False
441,MIZUMI RESIDENCES | RESIDENSI METRO KEPONG,"1,665","238,009",2019-10-30 12:38:00,42,False
442,Lower price for foreigners won’t impact property o,1,354,2019-10-23 18:25:00,50,False
443,Avantas Residences ,107,"27,930",2019-10-23 01:24:00,19,False
444,8 KIA PENG RESIDENCES @ KLCC,76,"16,430",2019-10-22 12:41:00,28,False
445,Alamanda Parklands Rawang,21,"2,048",2019-10-22 00:29:00,25,False
446,GRAND-I RESIDENCE KLCC ,12,"1,408",2019-10-21 16:25:00,23,False
447,PERMATA RESIDENCE @ CHERAS ,98,"16,919",2019-10-21 16:12:00,27,False
448,RIVER PARK BANGSAR SOUTH ,116,"21,924",2019-10-20 23:26:00,25,False
449,"CASA INDAH Condo, Kota Damansara",138,"8,646",2019-10-19 19:46:00,32,False
450,"ALSTONIA @ BUKIT RAHMAN PUTRA, SUNGAI BULOH",46,"8,650",2019-10-17 11:53:00,43,False
451,I Residence,82,"22,686",2019-10-15 10:30:00,11,False
452,VILLARIA PJS5,5,798,2019-10-13 16:53:00,13,False
453,Single storey landed house  in PJ area,43,"1,851",2019-10-13 15:15:00,38,False
454,BUKIT JALIL METROPOLIS ,234,"23,808",2019-10-13 13:05:00,23,False
456,UOA BANDAR TUN RAZAK PROJECT,22,"2,122",2019-10-04 16:32:00,28,False
457,D'Seven Sunway,16,"2,084",2019-10-03 22:56:00,14,False
458,Residensi Hijauan Lumayan @ Taman Naga Emas,"1,910","155,772",2019-10-03 16:52:00,43,False
459,THE EDGE RESIDENCE @ USJ 1 SUBANG JAYA ,66,"23,471",2019-10-03 16:50:00,39,False
460,"Ameera Residence, Mutiara Heights Kajang","1,277","165,092",2019-10-02 19:45:00,40,False
461,De'centrum @ Kajang,130,"22,116",2019-10-02 16:28:00,19,False
462,WING YI NORTH KIARA DEVELOPMENT,29,"3,918",2019-10-01 20:14:00,31,False
463,"UNIO @ KL SOUTH, OLD KLANG ROAD",53,"3,527",2019-10-01 13:54:00,31,False
464,PARCEL D4 BANDAR BARU SERI PETALING,41,"3,873",2019-09-29 15:25:00,35,False
465,"【LUXURY】Lily Residence @NILAI,GREEN BEVERLY HILLS",98,"14,855",2019-09-29 03:26:00,49,False
466,Cova Suite Kota Damansara,41,"8,318",2019-09-27 17:02:00,25,False
468,BON KIARA @ MONT KIARA,142,"17,662",2019-09-26 13:27:00,22,False
469,Elements@Ampang,"1,439","168,997",2019-09-25 19:47:00,15,False
470,Property Comparison,5,581,2019-09-25 12:06:00,19,False
471,House converted from residential to commercial,0,217,2019-09-23 19:43:00,46,False
472,Sungai Penchala 1.5 Story Terrace,4,518,2019-09-23 13:43:00,33,False
473,SUNWAY BUYS 11.8 ACRE LAND BUKIT JALIL,36,"2,568",2019-09-21 15:03:00,38,False
474,ONE SEMARAK ,18,"3,030",2019-09-20 20:16:00,12,False
475,99 Residence > Melaka,18,"6,328",2019-09-20 13:55:00,21,False
476,USJ SEC 27,3,228,2019-09-19 23:47:00,10,False
477,ECO FOREST,1,518,2019-09-19 16:23:00,10,False
478,Reliable developers,44,"6,777",2019-09-19 11:29:00,19,False
479,LEGASI COCHRANE,29,"3,123",2019-09-16 20:53:00,15,False
480,"SERI RIANA RESIDENCE, WANGSA MAJU ",75,"21,485",2019-09-10 16:00:00,34,False
481,Swiss Garden Residences,87,"11,240",2019-09-08 13:53:00,23,False
482,Amverton Hills,22,"4,350",2019-09-08 12:46:00,14,False
483,TS LAW GROUP'S PROJECT @ TAMAN DESA,31,"2,874",2019-09-06 17:04:00,35,False
484,The most important lesson of property investment,8,665,2019-09-06 10:41:00,48,False
485,UNION SQUARE @ SJ7 SUBANG JAYA ,47,"8,820",2019-09-05 22:44:00,31,False
486,Click Mall kemuning,0,172,2019-09-05 18:52:00,19,False
487,SCP'S SETAPAK SENTRAL PROJECT,22,"1,700",2019-09-04 17:50:00,29,False
488,Armanee Terrace 2 VP,236,"25,233",2019-09-03 21:26:00,20,False
489,"Twin Palms, Sungai Long","1,280","113,289",2019-09-03 14:45:00,23,False
490,TROPICANA METROPARK | METROPLEX LOFT & SUITE,33,"4,806",2019-09-03 10:54:00,44,False
491,BUILTAMONT'S TWIN TOWERS NEAR TAMAN MIDAH,51,"3,223",2019-09-02 23:30:00,41,False
492,38 BANGSAR RESIDENCES,81,"10,432",2019-08-31 16:43:00,21,False
493,AKASIA RESIDENCE | ARI PERMAISURI ,28,"7,279",2019-08-30 23:59:00,34,False
494,Taman Lestari Putra ,13,"3,525",2019-08-30 09:47:00,20,False
495,TRILIGHT RESIDENCES @ FRASER SQUARE PETALING JAYA,313,"44,045",2019-08-29 16:11:00,49,False
496,NADI BANGSAR ,369,"52,155",2019-08-28 17:29:00,13,False
497,"ANGGUN RESIDENCES, OFF JALAN SULTAN ISMAIL ",86,"11,830",2019-08-25 02:15:00,43,False
498,v residensi 2 shah alam,994,"131,483",2019-08-22 13:35:00,23,False
499,Semarak City By MRCB,35,"5,438",2019-08-21 21:01:00,20,False
500,28 DUTAMAS,332,"52,874",2019-08-20 17:33:00,10,False
501,EMERALD RESIDENCE @ MAHKOTA CHERAS [OWNERS' THREAD,68,"9,645",2019-08-20 17:00:00,50,False
502,ASET KAYAMAS' JALAN DUTAMAS RAYA PROJECT,116,"16,393",2019-08-17 21:52:00,40,False
503,Arena Green,97,"17,222",2019-08-17 00:15:00,11,False
504,PAVILION TAMAN TUN KUALA LUMPUR,69,"6,066",2019-08-14 09:45:00,31,False
505,SKYVILLE 8 @ OLD KLANG ROAD ,150,"26,724",2019-08-11 15:32:00,28,False
506,THE ALL NEW LAUNCHES & UPCOMING PROJECTS LISTING,163,"69,893",2019-08-09 21:14:00,48,False
507,The Horizon Residence - Jalan Tun Razak,58,"12,084",2019-08-09 11:22:00,39,False
508,De Cendana @ Seita Alam,20,"8,177",2019-08-08 12:15:00,23,False
509,Maxim Residences @ Cheras KL,"1,771","217,188",2019-08-07 15:12:00,28,False
510,POLARIS CITY @ KL METROPOLIS,6,981,2019-08-06 22:14:00,28,False
511,Exsim RapidKL Old Klang Road,18,"1,465",2019-08-06 15:36:00,28,False
512,"The Haute @ Gurney, KL",208,"33,262",2019-08-04 17:52:00,22,False
513,SURIA @ NORTH KIARA ,79,"21,212",2019-07-30 13:18:00,20,False
514,3 Towers Jalan Ampang,4,427,2019-07-26 15:44:00,21,False
515,D’Quince Damansara Perdana by Exsim,0,"6,539",2019-07-26 01:17:00,35,False
516, Crown Residence @ Off Jalan Ipoh,4,859,2019-07-25 20:36:00,33,False
517,Own stay property under 300k around cyberjaya,29,"1,937",2019-07-25 19:25:00,45,False
518,ARTE SOLARIS MONT KIARA,55,"4,528",2019-07-25 10:36:00,23,False
519,CENTRUS SOHO @ CBD PERDANA 3 CYBERJAYA ,77,"14,535",2019-07-24 15:15:00,39,False
520,KALEIDOSCOPE NORTH KIARA BY KERJAYA PROSPEK,3,573,2019-07-23 13:21:00,43,False
521,NewbieWTB Land,0,166,2019-07-22 21:15:00,14,False
522,Johor land investment,1,189,2019-07-22 19:09:00,21,False
524,Properties nearby or neighbor with PPAM,11,919,2019-07-21 17:28:00,39,False
525,Mont Kiara Designer Suite,24,"4,471",2019-07-19 13:24:00,25,False
526,Gaya Bangsar,25,"1,919",2019-07-18 16:56:00,12,False
527, Trex Suite  @ jln tun razak,0,345,2019-07-16 19:40:00,28,False
531,ASET KAYAMAS' DAMANSARA PERDANA PROJECT,30,"4,303",2019-07-01 01:24:00,39,False
533,OXLEY TOWERS KUALA LUMPUR CITY CENTRE,38,"6,670",2019-06-29 09:58:00,37,False
534,GRENEPARK CITY @ PUCHONG SOUTH,15,"1,212",2019-06-26 16:50:00,30,False
535,"Midlands City, Semenyih - Midlands City Sdn Bhd",2,486,2019-06-26 13:13:00,47,False
536,ELEVIA RESIDENCES @ PUCHONG,392,"54,548",2019-06-26 00:24:00,27,False
537,ELEVAT8 @ JALAN AMPANG,50,"9,606",2019-06-25 21:32:00,22,False
538,ASET KAYAMAS' REDEVELOPMENT OF CERGAZ PENCHALA,93,"9,796",2019-06-25 14:47:00,46,False
539,Vega Residensi,213,"34,182",2019-06-18 10:41:00,14,False
540,edumetro subang usj 1,1,195,2019-06-18 09:02:00,21,False
541,KAMI MONT KIARA,214,"30,506",2019-06-17 23:10:00,15,False
542,De centrum residence bangi,1,291,2019-06-16 16:05:00,26,False
543,"The Parc Tower, Setapak by CRSC",214,"35,852",2019-06-14 22:22:00,31,False
545,"PAXTONZ SUITES @ EMPIRE CITY 1, DAMANSARA",17,"2,051",2019-06-09 11:44:00,41,False
546,SENTRIO SUITES @ DESA PANDAN ,"1,755","153,905",2019-06-08 16:30:00,29,False
547,Find new projects in titiwangsa,2,218,2019-06-07 16:18:00,31,False
548,METROPOLITAN SQ BLOCK B + C ,513,"54,783",2019-06-07 14:39:00,28,False
549,Pelangi Indah Jln Ipoh,70,"9,597",2019-06-02 09:05:00,22,False
550,RESIDENSI DESA IDAMAN @ BANDAR TASIK SELATAN,70,"7,374",2019-05-30 10:18:00,44,False
551,LAKEFRONT HOMES @ CYBERJAYA,22,"3,386",2019-05-30 06:39:00,27,False
552,Service Apartment @ SETIA ALAM,11,765,2019-05-27 09:05:00,30,False
553,Mont Kiara Today,124,"9,155",2019-05-25 14:18:00,16,False
554,THE CLIO RESIDENCE @ IOI RESORT CITY ,715,"100,099",2019-05-25 12:34:00,37,False
555,Buy sub-sale property,22,"1,058",2019-05-23 21:06:00,21,False
556,Azelia Residence Sri Damansara,1,339,2019-05-23 10:42:00,30,False
557,Bumiputera Proof,26,"5,946",2019-05-21 21:12:00,16,False
558,BUKIT JALIL SENTRAL,85,"10,595",2019-05-19 17:34:00,19,False
559,DC RESIDENCY @ DAMANSARA CITY ,108,"19,322",2019-05-19 17:29:00,30,False
560,MAH SING'S TAMAN SALAK SELATAN PROJECT,72,"6,173",2019-05-18 22:40:00,38,False
561,High-End Condos near KLCC,115,"14,212",2019-05-17 15:39:00,25,False
562,KLCC Condo The Avare Vs The Oval,2,389,2019-05-15 18:09:00,32,False
563,LIBERTY TRIANGLE'S TAMAN METROPOLITAN KEPONG,47,"4,149",2019-05-15 00:36:00,44,False
564,VERDE @ ARA DAMANSARA ,42,"20,432",2019-05-14 10:47:00,22,False
565,Top 5 Tips for Newbie in Property Business,30,"2,092",2019-05-12 04:33:00,42,False
567,BANDAR RIMBAYU | CHIMES | PERRENIA | PERIWINKLE,"2,653","329,653",2019-05-10 20:42:00,47,False
568,EXSIM in Empire City 1,6,791,2019-05-10 18:02:00,22,False
569,Johor unsold houses,13,766,2019-05-08 12:21:00,19,False
570,Amerin @ Balakong,10,"1,047",2019-05-08 11:26:00,17,False
571,FAIRMONT HOTEL RESIDENCES KUALA LUMPUR CITY CENTRE,7,"3,977",2019-05-06 13:19:00,50,False
572,PARADIGM PETALING JAYA | SAPPHIRE RESIDENCES ,33,"4,274",2019-05-04 12:29:00,45,False
573,Residensi Seremban Sentral - PR1MA,15,"1,233",2019-05-02 12:00:00,34,False
574,HOC Homes Ownership Campaign 2019,7,634,2019-05-02 11:49:00,33,False
575,PINNACLE KELANA JAYA ,159,"30,210",2019-05-01 21:05:00,21,False
578,"DENAI SUTERA @ ALAM SUTERA, BUKIT JALIL ",327,"33,950",2019-04-22 00:38:00,40,False
579,THE MEWS SERVICED RESIDENCES @ KLCC,61,"12,670",2019-04-21 17:51:00,35,False
581,ARA GREENS RESIDENCES | ARA GREENS VILLAGE,985,"198,570",2019-04-18 14:52:00,42,False
582,Selesa Apartment @ Taman Gembira,200,"19,277",2019-04-15 07:45:00,32,False
583,320 DEVELOPERS PLANS MORE 2018-2019 LAUNCHES,120,"19,201",2019-04-13 11:57:00,44,False
584,UOA'S PLAZA PANTAI SERVICED APARTMENTS,9,721,2019-04-11 17:31:00,38,False
585,Dual key condo TNB problem,5,940,2019-04-10 09:38:00,26,False
586,Service Apartment @ SETIA ALAM,2,321,2019-04-09 11:08:00,30,False
587,Waterproof warranty period on high rise,5,549,2019-04-06 09:08:00,39,False
588,"Koi Tropika, Puchong",55,"10,839",2019-04-03 15:06:00,20,False
589,SEROJA HILLS @ BANDAR BARU SALAK TINGGI,9,"2,516",2019-04-02 07:52:00,39,False
590,SENI LAND'S BRICKFIELDS PROJECTS,23,"2,664",2019-03-31 13:07:00,32,False
591,The Resident By OCR,258,"31,264",2019-03-29 18:31:00,19,False
592,Looking for newly launched properties,8,579,2019-03-28 21:39:00,37,False
593,HUA YANG'S BATU CAVES NEW PROJECT,21,"1,906",2019-03-28 10:45:00,33,False
594,UOA MIXED DEVELOPMENT HAPPY GARDEN & SRI PETALING,61,"5,825",2019-03-28 10:38:00,49,False
595,CITYZEN @ KELANA JAYA,12,949,2019-03-26 22:29:00,21,False
596,Cukai Taksiran Name Change,29,921,2019-03-26 11:53:00,26,False
597,Western Digital ready to sell PJ site,48,"2,509",2019-03-26 10:40:00,37,False
598,"SKYVILLA @ D' ISLAND RESIDENCE, PUCHONG",43,"9,592",2019-03-25 15:30:00,39,False
599,Greenpark condominium,15,"4,046",2019-03-23 18:25:00,21,False
600,SCARLETZ SUITES 2 @ KLCC,68,"8,788",2019-03-14 20:42:00,24,False
601,HEMMON HOUSE KUALA LUMPUR,14,"1,628",2019-03-11 16:15:00,25,False
603,Subang Parkhomes by Titijaya,500,"50,598",2019-03-09 13:27:00,28,False
604,THE WESTSIDE ONE & TWO ,318,"52,550",2019-03-07 16:45:00,23,False
605,Alam Suria,24,"6,285",2019-03-04 16:30:00,10,False
606,Liberty Tower @ ICity,524,"38,395",2019-03-04 12:40:00,21,False
608,How much to build a double storey house OWN LAND,11,800,2019-03-04 08:38:00,48,False
609,ISOLA SUBANG JAYA ,326,"62,195",2019-03-02 09:19:00,18,False
610,Connaught Avenue,127,"23,194",2019-02-28 23:43:00,16,False
611,SUNWAY USJ 1 SUBANG JAYA,14,"1,444",2019-02-28 14:06:00,24,False
612,Infinitum - The Colony & The Luxe,0,305,2019-02-27 14:48:00,33,False
613,CASCADES RESIDENCY KOTA DAMANSARA ,297,"47,168",2019-02-25 21:44:00,34,False
614,ICON RESIDENCE MONT' KIARA ,261,"47,278",2019-02-25 15:49:00,27,False
615,Seeking condominiums for Rent in KL,6,410,2019-02-24 15:37:00,35,False
616,PUCHONG HORIZON | AVIARY RESIDENCE,80,"11,741",2019-02-24 10:29:00,34,False
617,How to choose Good Property to Invest,47,"3,639",2019-02-23 03:57:00,37,False
618,Vista Villa @ Cheras Taman Pertama,12,"6,984",2019-02-18 14:45:00,34,False
619,BANDAR MALAYSIA URBAN DEVELOPMENTS,83,"7,043",2019-02-13 22:47:00,34,False
620,Landed property in Klang Valley,34,"3,507",2019-02-13 17:40:00,31,False
621,Duration given to build a factory for rented land,2,180,2019-02-12 10:24:00,49,False
622,Terminate early tenancy agreement,21,946,2019-02-02 09:46:00,33,False
623,Tips needed for investment newbie,32,"1,890",2019-01-30 14:26:00,33,False
624,SKYCITY INTEGRATED TOWNSHIP @ BANDAR BARU SENTUL,62,"7,127",2019-01-23 13:58:00,48,False
625,DORSETT RESIDENCES BUKIT BINTANG,52,"13,508",2019-01-23 10:22:00,32,False
