,address,name,lat,long,replies,views,recency,total_score,areas_within,points_within
1237,"Taman Sains Selangor 2, 63000 Cyberjaya, Selangor, Malaysia",Own stay property under 300k around cyberjaya,2.9112118,101.6292218,29,1937,365.0,10,CYBERJAYA,"POLYGON ((101.620355 2.892884, 101.604812 2.921415, 101.60459 2.921835, 101.602755 2.925191, 101.603483 2.925593, 101.613938 2.931361, 101.624485 2.937536, 101.637738 2.94428, 101.646875 2.94428, 101.653014 2.941425, 101.656298 2.945993, 101.655358 2.948403, 101.655141 2.948959, 101.659653 2.953182, 101.659938 2.956965, 101.662368 2.964418, 101.663462 2.965177, 101.663283 2.964809, 101.663179 2.964596, 101.663179 2.964596, 101.663368 2.963013, 101.663368 2.963013, 101.663313 2.962756, 101.663623 2.961194, 101.664536 2.958459, 101.668574 2.955474, 101.669647 2.955582, 101.672455 2.953341, 101.672455 2.953341, 101.672673 2.952991, 101.674175 2.951254, 101.674839 2.949704, 101.674933 2.949249, 101.674988 2.948869, 101.674905 2.947837, 101.674811 2.947585, 101.674587 2.946984, 101.67432 2.946388, 101.674064 2.946373, 101.672602 2.946358, 101.670744 2.946107, 101.669418 2.946005, 101.667584 2.945385, 101.666359 2.944686, 101.665826 2.944398, 101.665373 2.944153, 101.667088 2.94231, 101.667088 2.94231, 101.668116 2.940582, 101.668969 2.938725, 101.668969 2.938725, 101.669057 2.938258, 101.669197 2.937511, 101.669084 2.936273, 101.668895 2.935488, 101.668732 2.934811, 101.667943 2.932038, 101.66826 2.930139, 101.668444 2.929297, 101.66845 2.929269, 101.66845 2.929269, 101.668569 2.928969, 101.669203 2.927648, 101.669203 2.927648, 101.670968 2.92462, 101.671685 2.922429, 101.672028 2.921013, 101.672109 2.920625, 101.672159 2.920383, 101.672546 2.91955, 101.672253 2.918398, 101.672253 2.918398, 101.672418 2.917217, 101.67225 2.916551, 101.672036 2.915702, 101.671097 2.915574, 101.671097 2.915574, 101.669948 2.911499, 101.66976 2.910832, 101.669777 2.910767, 101.669735 2.910744, 101.668302 2.909979, 101.664992 2.908212, 101.663895 2.907248, 101.663745 2.906067, 101.66374 2.906029, 101.66374 2.906029, 101.663753 2.906004, 101.663884 2.905752, 101.663884 2.905752, 101.663723 2.904747, 101.663655 2.904323, 101.663655 2.904323, 101.663365 2.904, 101.661138 2.902427, 101.659782 2.899564, 101.661273 2.893069, 101.620547 2.892885, 101.620355 2.892884))"
1238,"Taman Salak Selatan, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",MAH SING'S TAMAN SALAK SELATAN PROJECT,3.0799323,101.6926167,72,6173,433.0,24,KUCHAI ENTREPRENEURS PARK,"POLYGON ((101.688835 3.075209, 101.684036 3.075033, 101.68409 3.078105, 101.684451 3.078231, 101.684433 3.079095, 101.686075 3.079275, 101.686129 3.081906, 101.685046 3.081978, 101.68492 3.083743, 101.686688 3.083851, 101.688889 3.083869, 101.688708 3.085797, 101.686652 3.085653, 101.686381 3.088661, 101.683386 3.088247, 101.683495 3.088949, 101.682881 3.088967, 101.682954 3.090516, 101.683224 3.090931, 101.682468 3.092007, 101.683441 3.09271, 101.687464 3.092187, 101.691018 3.092926, 101.693002 3.090404, 101.693399 3.088296, 101.694067 3.087504, 101.69684 3.084683, 101.69542 3.082829, 101.695492 3.081172, 101.696628 3.08119, 101.695961 3.079424, 101.690819 3.079694, 101.689845 3.078289, 101.688835 3.075209))"
1239,"Taman Saujana Puchong, 47100 Puchong, Selangor, Malaysia",- Is saujana Puchong a good place,2.993878,101.63941990000001,32,2270,2975.0,10,TAMAN PINGGIRAN PUTRA,"POLYGON ((101.681123 2.982382, 101.634864 2.980335, 101.63484 2.980676, 101.633486 3.000033, 101.632118 3.021745, 101.631136 3.021727, 101.631485 3.022508, 101.630806 3.023436, 101.63045 3.023543, 101.63045 3.027041, 101.629522 3.027255, 101.629986 3.029254, 101.629379 3.031967, 101.630387 3.032416, 101.667805 3.018508, 101.669218 3.018155, 101.668397 3.015241, 101.668718 3.012921, 101.669111 3.012028, 101.670753 3.011457, 101.671859 3.010779, 101.67293 3.011029, 101.67707 3.0116, 101.683816 3.011883, 101.68379 3.008963, 101.683697 2.998198, 101.681386 2.99626, 101.681123 2.982382))"
1240,"Taman Seputeh, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",EST8 @ SEPUTEH,3.115927,101.6802996,62,9029,5.0,24,PERSIARAN SYED PUTRA,"POLYGON ((101.679663 3.116493, 101.679224 3.118097, 101.678228 3.121736, 101.678223 3.121794, 101.679544 3.122317, 101.679942 3.122493, 101.68101 3.123901, 101.682173 3.125492, 101.682181 3.125502, 101.682181 3.125502, 101.68296 3.125212, 101.68545 3.126213, 101.687556 3.127196, 101.687981 3.127479, 101.688604 3.126584, 101.688989 3.12523, 101.690041 3.123916, 101.692694 3.12157, 101.693625 3.122642, 101.695346 3.123471, 101.69563 3.123612, 101.696764 3.123633, 101.697432 3.124542, 101.697938 3.125958, 101.698404 3.126332, 101.698345 3.126214, 101.698375 3.12614, 101.698537 3.126067, 101.699113 3.12586, 101.701556 3.124497, 101.70321 3.122772, 101.703495 3.122202, 101.699659 3.115066, 101.695974 3.112397, 101.694516 3.111184, 101.693666 3.110941, 101.690696 3.110306, 101.688905 3.111739, 101.68734 3.112535, 101.686189 3.11283, 101.683738 3.112602, 101.68176 3.113486, 101.680726 3.11443, 101.679959 3.115609, 101.679663 3.116493))"
1241,"Taman Serdang Perdana, 43300 Seri Kembangan, Selangor, Malaysia",ONE SOUTH | GREENZ | CUBE | ZETA RESIDENCE,3.0454008999999997,101.7060791,321,39282,20.0,252,SERDANG RAYA,"POLYGON ((101.706847 3.048827, 101.706851 3.04879, 101.707221 3.045577, 101.707244 3.045375, 101.708676 3.045539, 101.708748 3.044065, 101.707892 3.043494, 101.707542 3.044079, 101.707782 3.038342, 101.707877 3.033535, 101.708972 3.030632, 101.710257 3.028395, 101.711066 3.027491, 101.711433 3.026839, 101.710567 3.025851, 101.709663 3.026659, 101.70924 3.026934, 101.707372 3.02815, 101.707229 3.029054, 101.707086 3.030577, 101.706836 3.031238, 101.706242 3.032166, 101.705147 3.032761, 101.704539 3.033628, 101.704682 3.039006, 101.703492 3.041004, 101.703111 3.042242, 101.702873 3.044002, 101.70216 3.045049, 101.701731 3.046477, 101.701771 3.047689, 101.701988 3.048099, 101.703856 3.048444, 101.706361 3.048764, 101.706847 3.048827))"
1242,"Taman Sri Andalas, Klang, Selangor, Malaysia",Taman Sri Andalas,3.019775,101.45054300000001,14,1386,3041.0,36,TAMAN SERI ANDALAS 1,"POLYGON ((101.440985 3.019442, 101.441833 3.022818, 101.442415 3.025158, 101.442047 3.026503, 101.441988 3.027733, 101.441953 3.028468, 101.44674 3.030616, 101.449996 3.030847, 101.449305 3.029453, 101.451851 3.029453, 101.453221 3.029399, 101.459004 3.026722, 101.456327 3.02019, 101.45497 3.020083, 101.455042 3.017835, 101.451687 3.017728, 101.451901 3.015657, 101.448556 3.016768, 101.446318 3.017316, 101.445084 3.018192, 101.443017 3.019015, 101.441728 3.019434, 101.440985 3.019442))"
1243,"Taman Sri Rampai, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","The Parc Tower, Setapak by CRSC",3.1994083,101.7304685,214,35852,406.0,252,TAMAN SRI RAMPAI,"POLYGON ((101.727257 3.199247, 101.728507 3.199505, 101.730355 3.199557, 101.731271 3.199678, 101.735211 3.202076, 101.736628 3.200006, 101.736636 3.199974, 101.737215 3.197866, 101.740982 3.199022, 101.742744 3.200506, 101.744023 3.201811, 101.744156 3.201947, 101.746623 3.199266, 101.745065 3.196593, 101.742476 3.194578, 101.742376 3.194522, 101.739624 3.193, 101.736793 3.191949, 101.735696 3.191795, 101.733502 3.192518, 101.729487 3.195301, 101.727161 3.196878, 101.727424 3.197688, 101.727257 3.199247))"
1244,"Taman Sri Sentosa, Old Klang Road, old klang road, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",CITIZEN 2 @ OLD KLANG ROAD,3.0827424999999997,101.6624471,1642,222150,11.0,72,TAMAN SRI SENTOSA UTARA,"POLYGON ((101.65322 3.070807, 101.652579 3.071784, 101.651904 3.072982, 101.652565 3.073436, 101.652937 3.073794, 101.653186 3.07429, 101.653365 3.074909, 101.653681 3.075963, 101.654578 3.076354, 101.654537 3.077291, 101.654236 3.077536, 101.654236 3.077536, 101.654354 3.077577, 101.654541 3.077643, 101.654609 3.077667, 101.65486 3.077599, 101.655052 3.077546, 101.655713 3.077853, 101.65591 3.077989, 101.65643 3.078348, 101.656641 3.078493, 101.656781 3.078696, 101.656863 3.078848, 101.657221 3.078951, 101.65805 3.079207, 101.658057 3.079205, 101.658115 3.079188, 101.658232 3.079154, 101.658734 3.079009, 101.659561 3.079549, 101.660166 3.079949, 101.660728 3.080321, 101.66003 3.081389, 101.659978 3.081469, 101.659967 3.081504, 101.659868 3.081982, 101.659875 3.082025, 101.659881 3.082058, 101.662069 3.082806, 101.662092 3.082814, 101.664627 3.08248, 101.664324 3.08003, 101.66402 3.079754, 101.663662 3.079204, 101.663441 3.078681, 101.661842 3.077249, 101.66085 3.076864, 101.659747 3.076533, 101.658948 3.07623, 101.658506 3.07612, 101.657597 3.075405, 101.656549 3.074551, 101.65597 3.074166, 101.655446 3.073698, 101.654978 3.07301, 101.654399 3.071564, 101.65322 3.070807))"
1245,"Taman Sri Sinar, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","VILLA CRYSTAL @ SOUTH DESA PARK Villa Crystal Condo @ South Desa Park, KLSri Sinar Residence @ SegambutVilla Crystal segambut",3.186905,101.65079990000001,453,81637,1293.5,252,TAMAN SRI SINAR,"POLYGON ((101.641429 3.180945, 101.641413 3.190626, 101.642897 3.189925, 101.642897 3.190707, 101.644328 3.190114, 101.64449 3.190841, 101.648405 3.189008, 101.648419 3.190895, 101.648783 3.19073, 101.649566 3.192415, 101.650079 3.19259, 101.650848 3.194167, 101.651361 3.193951, 101.65157 3.194371, 101.658192 3.191091, 101.653424 3.186897, 101.653377 3.184124, 101.641429 3.180945))"
1246,"Taman Subang Permai, 47500 Subang Jaya, Selangor, Malaysia",EDUMETRO @ USJ 1 SUBANG JAYA Pacific Place vs Empire Remix 2,3.0586482999999998,101.6038568,262,52199,1300.5,252,USJ 1,"POLYGON ((101.605316 3.043442, 101.594212 3.04317, 101.594237 3.058088, 101.593738 3.057922, 101.593297 3.057511, 101.592748 3.05703, 101.591994 3.056629, 101.591818 3.058186, 101.591945 3.059039, 101.593022 3.061674, 101.593003 3.062301, 101.59333 3.062754, 101.598663 3.062579, 101.604566 3.060052, 101.608043 3.05916, 101.609777 3.058484, 101.612499 3.056031, 101.609742 3.053486, 101.607224 3.045854, 101.605316 3.043442))"
1247,"Taman Supreme, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",LION GROUP'S TAMAN SUPREME CHERAS CONDOMINIUMS,3.097962,101.7472979,15,901,1450.0,160,TAMAN SEGAR,"POLYGON ((101.742133 3.084624, 101.741297 3.087983, 101.739149 3.096076, 101.738895 3.097322, 101.740604 3.099524, 101.740823 3.099132, 101.741401 3.098855, 101.742197 3.09829, 101.745372 3.098532, 101.745742 3.098694, 101.749032 3.098647, 101.748813 3.100527, 101.749171 3.101322, 101.750844 3.10115, 101.750851 3.10115, 101.75264 3.097246, 101.75277 3.096981, 101.75278 3.096981, 101.752767 3.096968, 101.752707 3.096908, 101.752079 3.09628, 101.751913 3.09515, 101.751795 3.094346, 101.751266 3.092108, 101.749867 3.090676, 101.74602 3.08674, 101.745119 3.085766, 101.745093 3.08565, 101.744926 3.084922, 101.7449 3.084595, 101.744856 3.08405, 101.745073 3.083507, 101.745284 3.083098, 101.745774 3.082799, 101.745964 3.082683, 101.742642 3.082671, 101.742133 3.084624))"
1248,"Taman Suria Tropika, 43400 Seri Kembangan, Selangor, Malaysia",Suria Tropika,2.9750879,101.67919609999998,2,1948,3977.0,5,PULAU MERANTI,"POLYGON ((101.634864 2.980335, 101.681123 2.982382, 101.706933 2.983333, 101.706887 2.98313, 101.706585 2.982976, 101.706154 2.980165, 101.705376 2.979926, 101.704751 2.979176, 101.703117 2.978791, 101.702593 2.978651, 101.702489 2.978045, 101.702443 2.97802, 101.702279 2.978012, 101.696593 2.976653, 101.696408 2.976589, 101.695982 2.976368, 101.692951 2.974502, 101.692033 2.973993, 101.688587 2.97208, 101.688456 2.972024, 101.687291 2.971805, 101.685046 2.971596, 101.684285 2.971587, 101.683318 2.971576, 101.679137 2.971844, 101.676095 2.972171, 101.670236 2.970692, 101.669023 2.969962, 101.666886 2.968646, 101.66627 2.967947, 101.665012 2.966334, 101.663462 2.965177, 101.663462 2.965177, 101.662368 2.964418, 101.659938 2.956965, 101.659653 2.953182, 101.655141 2.948959, 101.655358 2.948403, 101.656298 2.945993, 101.653014 2.941425, 101.646875 2.94428, 101.637738 2.94428, 101.624485 2.937536, 101.62391 2.950324, 101.616343 2.95061, 101.615201 2.956035, 101.618699 2.959604, 101.617309 2.962459, 101.614597 2.965473, 101.61309 2.968939, 101.612035 2.972254, 101.611885 2.97587, 101.613944 2.979817, 101.627264 2.980146, 101.634864 2.980335))"
1249,"Taman Tasik Metropolitan Kepong, 5, Jalan Rimbunan Melati, Kepong Metropolitan Lake-garden, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",LIBERTY TRIANGLE'S TAMAN METROPOLITAN KEPONGJL99'S TAMAN METROPOLITAN KEPONG PLOT 2,3.2268402999999997,101.649057,73,8533,675.5,24,KAMPUNG MELAYU KEPONG,"POLYGON ((101.659491 3.217049, 101.658533 3.217036, 101.657817 3.217022, 101.655846 3.217197, 101.655995 3.21802, 101.656059 3.218966, 101.647609 3.219209, 101.647663 3.218589, 101.645422 3.218751, 101.639265 3.223296, 101.639133 3.223453, 101.638885 3.223751, 101.638879 3.223758, 101.638958 3.224252, 101.639021 3.22465, 101.639067 3.22494, 101.638732 3.228593, 101.638894 3.228945, 101.639196 3.229602, 101.639687 3.230252, 101.641135 3.23216, 101.642402 3.232267, 101.646212 3.23257, 101.646215 3.23257, 101.64627 3.232527, 101.656086 3.224698, 101.659952 3.22444, 101.662957 3.224239, 101.662781 3.219761, 101.662957 3.219448, 101.662973 3.219366, 101.662117 3.219441, 101.662117 3.220075, 101.660294 3.220223, 101.660186 3.219563, 101.659592 3.219603, 101.659491 3.217049))"
1250,"Taman Tasik Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",UOA BANDAR TUN RAZAK PROJECT,3.1001248,101.71824140000001,22,2122,294.0,160,TAMAN MULIA,"POLYGON ((101.719491 3.088062, 101.71943 3.083521, 101.71615 3.082038, 101.715239 3.085111, 101.715057 3.085414, 101.714794 3.085596, 101.712486 3.086425, 101.711039 3.086017, 101.711317 3.086512, 101.710902 3.087237, 101.715097 3.088305, 101.715421 3.091156, 101.714753 3.091196, 101.714895 3.094755, 101.709756 3.094928, 101.710177 3.095103, 101.710987 3.096256, 101.714449 3.101512, 101.715239 3.10314, 101.714875 3.103726, 101.714794 3.104474, 101.715138 3.105202, 101.715826 3.106011, 101.71779 3.108841, 101.718337 3.109104, 101.719349 3.108578, 101.71941 3.108012, 101.720159 3.10785, 101.721435 3.107931, 101.721961 3.108134, 101.722457 3.108543, 101.727175 3.112202, 101.728687 3.113481, 101.728986 3.112295, 101.730093 3.110074, 101.726456 3.107815, 101.725626 3.106476, 101.723277 3.102508, 101.722852 3.101659, 101.722386 3.100325, 101.720686 3.097181, 101.71941 3.092935, 101.719491 3.088062))"
1251,"Taman Tasik Prima, 47100 Puchong, Selangor, Malaysia",The wharf retail mall puchong,2.9843261,101.6042319,20,3163,1991.0,160,TAMAN PUCHONG UTAMA,"POLYGON ((101.608959 2.979694, 101.578429 2.978398, 101.578185 2.979448, 101.578319 2.979764, 101.58044 2.984773, 101.580463 2.985093, 101.583766 2.993866, 101.58657 3.004488, 101.586738 3.004774, 101.587903 3.006761, 101.588277 3.0074, 101.589436 3.008085, 101.590343 3.008621, 101.591082 3.009507, 101.591527 3.009989, 101.594634 3.013764, 101.595682 3.014846, 101.597389 3.020444, 101.59916 3.020418, 101.59643 3.012874, 101.595147 3.010756, 101.593559 3.010091, 101.591101 3.004451, 101.600625 3.004418, 101.609174 3.004465, 101.618931 3.004569, 101.618856 3.003586, 101.619621 3.001104, 101.619364 2.999657, 101.619992 2.998763, 101.617536 2.998706, 101.617498 2.997107, 101.616089 2.994042, 101.615802 2.993485, 101.613152 2.99103, 101.609375 2.982404, 101.609064 2.980381, 101.608959 2.979694))"
1252,"Taman Taynton View, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Security Level at Tayton View & Mutiara Barat,3.087861,101.73734209999999,4,430,2771.0,2,TAMAN MUTIARA BARAT,"POLYGON ((101.739149 3.096076, 101.741297 3.087983, 101.740373 3.087706, 101.739011 3.087637, 101.737556 3.087706, 101.73587 3.087798, 101.734854 3.087798, 101.733584 3.087729, 101.732129 3.087545, 101.730836 3.087245, 101.729338 3.087132, 101.729252 3.088339, 101.729314 3.093088, 101.729335 3.09467, 101.731483 3.095016, 101.732106 3.095292, 101.735616 3.096883, 101.735616 3.095661, 101.739149 3.096076))"
1253,"Taman Tun Dr Ismail, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","TTDI SEGARIS, TAMAN TUN DR ISMAIL",3.1367812,101.6312954,78,19136,239.0,24,TAMAN TUN DR ISMAIL TIMUR,"POLYGON ((101.645452 3.158808, 101.645523 3.153596, 101.644638 3.151947, 101.644638 3.151158, 101.648417 3.146405, 101.65626 3.136543, 101.651358 3.133367, 101.651211 3.132983, 101.650059 3.132246, 101.649203 3.131568, 101.648731 3.131067, 101.648524 3.130743, 101.648229 3.130389, 101.647992 3.12977, 101.647254 3.128885, 101.646398 3.128089, 101.646398 3.128089, 101.646145 3.128295, 101.645641 3.127517, 101.645426 3.127563, 101.643791 3.127916, 101.642996 3.128663, 101.641755 3.129156, 101.64084 3.129549, 101.640254 3.129813, 101.640248 3.129803, 101.636472 3.131424, 101.634495 3.131823, 101.634254 3.131722, 101.634255 3.131689, 101.63338 3.131358, 101.63276 3.131284, 101.631953 3.131188, 101.630696 3.130036, 101.630696 3.130036, 101.629663 3.130245, 101.629449 3.133531, 101.629742 3.136617, 101.629742 3.136617, 101.629221 3.137484, 101.630775 3.138247, 101.629546 3.142921, 101.629063 3.14509, 101.629207 3.146317, 101.629518 3.148206, 101.629422 3.150381, 101.628728 3.15227, 101.627794 3.153919, 101.62755 3.154571, 101.627387 3.155007, 101.627243 3.155796, 101.627336 3.156422, 101.627339 3.156441, 101.631936 3.156346, 101.631936 3.159071, 101.645452 3.158808))"
1254,"Taman United, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",RESIDENCY V @ OLD KLANG ROAD ,3.0858694,101.67471640000001,702,82135,262.0,72,PETALING UTARA,"POLYGON ((101.680843 3.074979, 101.677763 3.07485, 101.677384 3.075599, 101.677253 3.075857, 101.673861 3.080032, 101.671823 3.081545, 101.670628 3.083531, 101.672488 3.084769, 101.673374 3.085624, 101.673728 3.085801, 101.674083 3.086833, 101.674963 3.091192, 101.675575 3.091791, 101.676892 3.091737, 101.677776 3.091088, 101.679021 3.091269, 101.680043 3.091174, 101.67967 3.088625, 101.68059 3.088535, 101.680464 3.086085, 101.679454 3.085923, 101.679526 3.08486, 101.67967 3.083383, 101.681149 3.083689, 101.681168 3.078951, 101.680843 3.074979))"
1256,"Taman danau desa, old klang road, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",DESA VALLEY KUALA LUMPUR,3.0987621,101.69233919999999,99,9699,781.0,24,KUCHAI,"POLYGON ((101.691646 3.109546, 101.701838 3.101391, 101.706219 3.098086, 101.709402 3.095576, 101.70951 3.095378, 101.708752 3.094962, 101.707344 3.094583, 101.707272 3.093646, 101.704891 3.09271, 101.704386 3.093232, 101.703628 3.093574, 101.703249 3.093791, 101.701716 3.094655, 101.700687 3.092476, 101.700507 3.091971, 101.69993 3.091359, 101.699407 3.09071, 101.69845 3.089918, 101.697747 3.088837, 101.696773 3.088638, 101.695744 3.088945, 101.694554 3.088512, 101.694067 3.087504, 101.693399 3.088296, 101.693002 3.090404, 101.691018 3.092926, 101.687464 3.092187, 101.683441 3.09271, 101.682468 3.092007, 101.68142 3.091251, 101.680771 3.091106, 101.680043 3.091174, 101.679021 3.091269, 101.677776 3.091088, 101.676892 3.091737, 101.675575 3.091791, 101.674963 3.091192, 101.675175 3.092243, 101.675234 3.092715, 101.67485 3.093511, 101.674171 3.094248, 101.673522 3.094926, 101.67299 3.09472, 101.67364 3.097875, 101.67449 3.09825, 101.675178 3.097724, 101.676369 3.097968, 101.678642 3.096729, 101.680897 3.096486, 101.682881 3.096819, 101.682836 3.097441, 101.683675 3.09926, 101.685163 3.098783, 101.685335 3.102032, 101.688925 3.109546, 101.691646 3.109546))"
1257,"Taman mejalara, Bandar Menjalara, 52200 Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",VIM 3 @ DESA PARK NORTH ,3.1931689,101.631313,114,15931,170.0,24,BANDAR MANJALARA,"POLYGON ((101.641429 3.180945, 101.634259 3.180837, 101.62521 3.180863, 101.61914 3.180881, 101.619142 3.180903, 101.619253 3.182415, 101.619362 3.183899, 101.61945 3.18509, 101.619499 3.185752, 101.61966 3.188151, 101.619372 3.191487, 101.619372 3.191487, 101.618948 3.192202, 101.618779 3.192488, 101.618784 3.192656, 101.618855 3.19494, 101.618863 3.19518, 101.619012 3.195441, 101.620146 3.197178, 101.62018 3.19723, 101.620755 3.197327, 101.621649 3.197546, 101.623012 3.19792, 101.623635 3.198058, 101.624355 3.198216, 101.625789 3.199906, 101.625862 3.199993, 101.630677 3.196802, 101.630745 3.196789, 101.635503 3.195905, 101.63627 3.196484, 101.636438 3.197399, 101.638271 3.200518, 101.639126 3.201451, 101.641413 3.198915, 101.641413 3.190626, 101.641429 3.180945))"
1258,"Taman tun teja, Kampung Melayu Batu 16, 48000 Rawang, Selangor, Malaysia",Rawang Property,3.2962019999999996,101.59049379999999,10,2137,2622.0,36,KANCHING,"POLYGON ((101.652356 3.272903, 101.652309 3.272161, 101.652043 3.271497, 101.65078 3.271696, 101.649915 3.271164, 101.647787 3.269635, 101.646457 3.270034, 101.644529 3.272294, 101.643465 3.272826, 101.642135 3.272161, 101.640406 3.271164, 101.637414 3.27143, 101.634688 3.273026, 101.631163 3.274289, 101.62857 3.27655, 101.626841 3.277149, 101.624979 3.276617, 101.623782 3.274555, 101.622918 3.27256, 101.621588 3.271497, 101.620059 3.270965, 101.618596 3.271962, 101.617199 3.273757, 101.615204 3.273491, 101.614074 3.272161, 101.612345 3.271962, 101.61035 3.272693, 101.608156 3.27276, 101.606626 3.271297, 101.605429 3.269635, 101.605163 3.268371, 101.606892 3.265911, 101.606892 3.264847, 101.607358 3.263384, 101.608488 3.26099, 101.609486 3.260126, 101.610084 3.258929, 101.610396 3.257262, 101.608866 3.257994, 101.605408 3.259723, 101.604411 3.26092, 101.602017 3.262383, 101.600222 3.262183, 101.599291 3.262649, 101.596099 3.265043, 101.594503 3.265109, 101.592907 3.263979, 101.589848 3.264311, 101.587654 3.264976, 101.586391 3.267104, 101.586058 3.269498, 101.586723 3.274219, 101.587986 3.288449, 101.58772 3.289712, 101.583332 3.292306, 101.580805 3.292505, 101.57994 3.291907, 101.578876 3.289912, 101.578743 3.288582, 101.570764 3.287385, 101.574891 3.295034, 101.575013 3.306888, 101.577415 3.306933, 101.579759 3.304589, 101.580841 3.304048, 101.582643 3.303958, 101.584987 3.30495, 101.592995 3.30521, 101.598115 3.303548, 101.601972 3.301486, 101.604432 3.30142, 101.607823 3.300489, 101.609286 3.299491, 101.610616 3.299491, 101.611547 3.298893, 101.612212 3.297031, 101.61301 3.296033, 101.61623 3.297338, 101.617731 3.297993, 101.619527 3.297962, 101.621255 3.296632, 101.625511 3.294172, 101.628038 3.293374, 101.631828 3.291113, 101.63369 3.289849, 101.635951 3.287522, 101.638411 3.286192, 101.641138 3.286192, 101.642933 3.28586, 101.643731 3.284663, 101.644662 3.283532, 101.645526 3.282269, 101.648519 3.280274, 101.650514 3.278346, 101.650713 3.276683, 101.651644 3.274888, 101.652376 3.273824, 101.652356 3.272903))"
1259,"Tamarind Square, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",TAMARIND SUITES @ CYBERJAYA ,2.9187022999999996,101.6364544,1389,114094,44.0,72,CYBERJAYA,"POLYGON ((101.620355 2.892884, 101.604812 2.921415, 101.60459 2.921835, 101.602755 2.925191, 101.603483 2.925593, 101.613938 2.931361, 101.624485 2.937536, 101.637738 2.94428, 101.646875 2.94428, 101.653014 2.941425, 101.656298 2.945993, 101.655358 2.948403, 101.655141 2.948959, 101.659653 2.953182, 101.659938 2.956965, 101.662368 2.964418, 101.663462 2.965177, 101.663283 2.964809, 101.663179 2.964596, 101.663179 2.964596, 101.663368 2.963013, 101.663368 2.963013, 101.663313 2.962756, 101.663623 2.961194, 101.664536 2.958459, 101.668574 2.955474, 101.669647 2.955582, 101.672455 2.953341, 101.672455 2.953341, 101.672673 2.952991, 101.674175 2.951254, 101.674839 2.949704, 101.674933 2.949249, 101.674988 2.948869, 101.674905 2.947837, 101.674811 2.947585, 101.674587 2.946984, 101.67432 2.946388, 101.674064 2.946373, 101.672602 2.946358, 101.670744 2.946107, 101.669418 2.946005, 101.667584 2.945385, 101.666359 2.944686, 101.665826 2.944398, 101.665373 2.944153, 101.667088 2.94231, 101.667088 2.94231, 101.668116 2.940582, 101.668969 2.938725, 101.668969 2.938725, 101.669057 2.938258, 101.669197 2.937511, 101.669084 2.936273, 101.668895 2.935488, 101.668732 2.934811, 101.667943 2.932038, 101.66826 2.930139, 101.668444 2.929297, 101.66845 2.929269, 101.66845 2.929269, 101.668569 2.928969, 101.669203 2.927648, 101.669203 2.927648, 101.670968 2.92462, 101.671685 2.922429, 101.672028 2.921013, 101.672109 2.920625, 101.672159 2.920383, 101.672546 2.91955, 101.672253 2.918398, 101.672253 2.918398, 101.672418 2.917217, 101.67225 2.916551, 101.672036 2.915702, 101.671097 2.915574, 101.671097 2.915574, 101.669948 2.911499, 101.66976 2.910832, 101.669777 2.910767, 101.669735 2.910744, 101.668302 2.909979, 101.664992 2.908212, 101.663895 2.907248, 101.663745 2.906067, 101.66374 2.906029, 101.66374 2.906029, 101.663753 2.906004, 101.663884 2.905752, 101.663884 2.905752, 101.663723 2.904747, 101.663655 2.904323, 101.663655 2.904323, 101.663365 2.904, 101.661138 2.902427, 101.659782 2.899564, 101.661273 2.893069, 101.620547 2.892885, 101.620355 2.892884))"
