,address,name,lat,long,replies,views,recency,total_score,areas_within,points_within
283,"5, U8, 100, Jalan Bazar U8/101, Bukit Jelutong, 40150 Shah Alam, Selangor, Malaysia",SURIA RESIDENCE @ BUKIT JELUTONG Suria Residence @ Bukit Jelutong,3.0981491,101.5372602,208,29945,1144.5,252,BUKIT JELUTONG U8,"POLYGON ((101.530003 3.093853, 101.527381 3.093507, 101.521127 3.093536, 101.520801 3.108234, 101.520378 3.127309, 101.521672 3.127377, 101.525287 3.127439, 101.525824 3.125551, 101.527179 3.124197, 101.528072 3.122612, 101.528386 3.121894, 101.53081 3.116359, 101.5314 3.115091, 101.532546 3.112692, 101.534491 3.109169, 101.535507 3.108024, 101.538814 3.106316, 101.543223 3.104566, 101.545578 3.102923, 101.547675 3.100611, 101.548669 3.098644, 101.550009 3.094754, 101.550607 3.092499, 101.547466 3.092124, 101.539829 3.094372, 101.537495 3.094746, 101.535709 3.094746, 101.533057 3.094228, 101.530003 3.093853))"
284,"5-11 Menara YNH Kiara163, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",KIARA 163 @ MONT KIARA | SOVO | HOTEL S | THE OOAK,3.1672081000000003,101.6521982,1056,106478,20.0,72,SRI HARTAMAS,"POLYGON ((101.659302 3.163589, 101.644638 3.151158, 101.644638 3.151947, 101.645523 3.153596, 101.645452 3.158808, 101.645021 3.165531, 101.641105 3.165735, 101.641344 3.16886, 101.641344 3.16886, 101.645459 3.169415, 101.645835 3.170313, 101.647532 3.175159, 101.647532 3.175159, 101.653081 3.1749, 101.653563 3.175133, 101.653563 3.175133, 101.653618 3.174908, 101.653877 3.173842, 101.653877 3.173842, 101.653917 3.1731, 101.653993 3.171686, 101.653993 3.171686, 101.659386 3.171627, 101.659302 3.163589))"
288,"51200 320, Jalan Segambut Kuala Lumpur. Kuala Lumpur W. Persekutuan, Kampung Segambut Dalam, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",BON KIARA @ MONT KIARA,3.1736085,101.6498067,142,17662,302.0,24,SRI HARTAMAS,"POLYGON ((101.659302 3.163589, 101.644638 3.151158, 101.644638 3.151947, 101.645523 3.153596, 101.645452 3.158808, 101.645021 3.165531, 101.641105 3.165735, 101.641344 3.16886, 101.641344 3.16886, 101.645459 3.169415, 101.645835 3.170313, 101.647532 3.175159, 101.647532 3.175159, 101.653081 3.1749, 101.653563 3.175133, 101.653563 3.175133, 101.653618 3.174908, 101.653877 3.173842, 101.653877 3.173842, 101.653917 3.1731, 101.653993 3.171686, 101.653993 3.171686, 101.659386 3.171627, 101.659302 3.163589))"
289,"51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","DUTA PARK RESIDENCES, JALAN KUCHINGASTREA MONT KIARA",3.1699973,101.6858755,1059,147259,70.5,72,KOLAM AYER,"POLYGON ((101.686654 3.177404, 101.690144 3.174426, 101.691501 3.172772, 101.694511 3.169943, 101.693971 3.169108, 101.693168 3.168784, 101.69254 3.168299, 101.693809 3.165738, 101.693539 3.164606, 101.693269 3.163905, 101.692517 3.16303, 101.692162 3.162726, 101.691838 3.164127, 101.689327 3.166661, 101.687329 3.167551, 101.686466 3.168629, 101.68598 3.169357, 101.684927 3.170792, 101.685143 3.17425, 101.686654 3.177404))"
292,"53A-5, Vortex KLCC, 12, Jalan Sultan Ismail, Bukit Bintang, 50250 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Apartments near KLCC,3.1546568,101.70722540000001,4,725,1972.0,2,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
296,"56-1, 12, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",VORTEX SUITES & RESIDENCES @ KLCC ,3.1547267000000003,101.70736690000001,95,12059,243.0,24,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
297,"56-1, Residensi Sultan Ismail, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",SKY SUITES @ KLCC,3.15633,101.709376,724,111330,11.0,72,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
298,"57, Jalan Pantai Prima, Bangsar South, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",THE ESTATE @ BANGSAR SOUTH,3.1106019,101.66627290000001,219,42917,32.0,252,BANGSAR SOUTH,"POLYGON ((101.666426 3.10866, 101.663717 3.108598, 101.659059 3.109515, 101.659059 3.109516, 101.659059 3.109516, 101.658628 3.110089, 101.65844 3.11034, 101.65844 3.11034, 101.659335 3.112898, 101.658602 3.113115, 101.658563 3.113127, 101.664489 3.115205, 101.669809 3.115368, 101.669782 3.114406, 101.669121 3.113112, 101.668542 3.108708, 101.666426 3.10866))"
299,"58200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3-storey kinrara mas vs mutiara bukit jalil,3.0600407000000005,101.6497957,2,1223,3773.0,5,KAMPUNG BOHOL,"POLYGON ((101.649282 3.057847, 101.649273 3.057847, 101.649247 3.058304, 101.649224 3.05885, 101.64934 3.059114, 101.649758 3.060046, 101.649942 3.060457, 101.652642 3.062408, 101.656253 3.065019, 101.656253 3.065019, 101.658403 3.065349, 101.661298 3.066203, 101.66152 3.06605, 101.660176 3.064013, 101.660205 3.062767, 101.660146 3.062177, 101.65929 3.06085, 101.659882 3.059132, 101.659887 3.059119, 101.659792 3.059071, 101.658512 3.058431, 101.658105 3.058249, 101.657337 3.057898, 101.656976 3.058091, 101.656112 3.058552, 101.65375 3.057108, 101.65375 3.057108, 101.652723 3.058905, 101.652723 3.058905, 101.652138 3.058591, 101.651297 3.05814, 101.650564 3.057801, 101.649629 3.057835, 101.649282 3.057847))"
300,"59, Jalan 2/149, Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Desa Petaling Properties,3.0756167999999997,101.69028859999999,20,2849,1481.0,160,TAMAN SALAK SOUTH,"POLYGON ((101.69684 3.084683, 101.697025 3.084495, 101.697296 3.083576, 101.698017 3.083, 101.699298 3.083054, 101.700221 3.082746, 101.702009 3.081986, 101.702862 3.080817, 101.703058 3.079941, 101.702997 3.079388, 101.702582 3.078505, 101.701968 3.075299, 101.69978 3.075236, 101.695672 3.075119, 101.688835 3.075209, 101.689845 3.078289, 101.690819 3.079694, 101.695961 3.079424, 101.696628 3.08119, 101.695492 3.081172, 101.69542 3.082829, 101.69684 3.084683))"
301,"591 Damansara Sa, 40400 Shah Alam, Selangor, Malaysia",591 Damansara,3.0267009999999996,101.5668112,39,4328,1228.0,10,SHAH ALAM S 27 A,"POLYGON ((101.571356 3.012256, 101.569882 3.012224, 101.570109 3.01353, 101.568462 3.0197, 101.563098 3.025694, 101.562783 3.02636, 101.562012 3.026816, 101.560715 3.028709, 101.561275 3.030742, 101.564908 3.027627, 101.567291 3.027276, 101.570236 3.028749, 101.572585 3.029239, 101.575038 3.031378, 101.577624 3.031105, 101.578965 3.030712, 101.580542 3.028538, 101.580612 3.025839, 101.581262 3.023981, 101.585927 3.022265, 101.586279 3.021496, 101.586243 3.019673, 101.584927 3.016343, 101.584638 3.014242, 101.584507 3.013293, 101.584876 3.012346, 101.585471 3.011842, 101.586734 3.010769, 101.586378 3.009229, 101.583134 3.011423, 101.583105 3.012196, 101.571356 3.012256))"
303,"6, Jalan Langkawi, Taman Danau Kota, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",PV 12 CONDO,3.2068271,101.7182054,1,265,2765.0,5,SETAPAK UTARA,"POLYGON ((101.722756 3.203737, 101.722087 3.203357, 101.718044 3.200226, 101.717242 3.199609, 101.715055 3.197931, 101.711772 3.194593, 101.707966 3.197059, 101.707836 3.197351, 101.707945 3.200409, 101.709982 3.201967, 101.711023 3.201837, 101.712345 3.203028, 101.71499 3.204997, 101.714557 3.205603, 101.714947 3.205928, 101.714687 3.206599, 101.714649 3.206962, 101.714649 3.20971, 101.71686 3.209797, 101.716708 3.213325, 101.722258 3.213671, 101.722301 3.212113, 101.721759 3.212091, 101.721824 3.211355, 101.721109 3.211312, 101.721152 3.209148, 101.723255 3.209234, 101.723168 3.207048, 101.721109 3.206962, 101.721239 3.204797, 101.722648 3.204862, 101.722756 3.203737))"
304,"6, Jalan PJU 7/2, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",Lexis @ Kota Damansara,3.159463,101.614326,9,1047,3141.0,36,DAMANSARA PERDANA,"POLYGON ((101.598595 3.149868, 101.599699 3.156887, 101.599477 3.158846, 101.598553 3.166978, 101.60254 3.173357, 101.602017 3.177891, 101.599491 3.179999, 101.60104 3.181361, 101.603036 3.182239, 101.610398 3.183483, 101.611629 3.18349, 101.615876 3.182527, 101.619104 3.18242, 101.61916 3.182418, 101.619253 3.182415, 101.619142 3.180903, 101.61914 3.180881, 101.619137 3.180844, 101.619063 3.179837, 101.619063 3.179837, 101.619164 3.179672, 101.619643 3.178896, 101.619642 3.178893, 101.619141 3.176321, 101.619125 3.176239, 101.618864 3.17488, 101.619103 3.173772, 101.618706 3.173331, 101.618706 3.173331, 101.618584 3.172901, 101.618446 3.172416, 101.618033 3.171589, 101.617978 3.17148, 101.617772 3.171066, 101.617747 3.170917, 101.617549 3.169713, 101.617551 3.168077, 101.617551 3.167672, 101.617548 3.167642, 101.617499 3.167159, 101.617104 3.165652, 101.617324 3.163846, 101.616055 3.162068, 101.615413 3.159166, 101.615397 3.159092, 101.615389 3.158236, 101.615405 3.156847, 101.615405 3.156847, 101.615404 3.156822, 101.615361 3.156181, 101.615317 3.155531, 101.615317 3.155531, 101.607327 3.155487, 101.604892 3.155258, 101.601584 3.151674, 101.60016 3.150158, 101.598595 3.149868))"
308,"621-625, Lorong Empat, Salak Selatan, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",1RAZAK MANSION ,3.1069237999999997,101.7037159,34,9141,1381.0,10,LAPANGAN TERBANG,"POLYGON ((101.701838 3.101391, 101.691646 3.109546, 101.690696 3.110306, 101.693666 3.110941, 101.694516 3.111184, 101.695974 3.112397, 101.699659 3.115066, 101.703495 3.122202, 101.703933 3.121327, 101.706354 3.119625, 101.707816 3.119625, 101.708407 3.120329, 101.707898 3.117448, 101.707662 3.116519, 101.706572 3.114303, 101.705844 3.114661, 101.705237 3.114115, 101.704852 3.113529, 101.704387 3.112821, 101.703637 3.112013, 101.703293 3.110658, 101.703293 3.10989, 101.704144 3.109829, 101.704311 3.107578, 101.704414 3.105625, 101.704252 3.104343, 101.701838 3.101391))"
310,"63, 4, Jalan PU 7/1, Taman Puchong Utama, 47150 Puchong, Selangor, Malaysia",Best FengSui property in Puchong,2.9921248,101.61699899999999,5,578,2282.0,2,BANDAR BUKIT PUCHONG,"POLYGON ((101.613944 2.979817, 101.608959 2.979694, 101.609064 2.980381, 101.609375 2.982404, 101.613152 2.99103, 101.615802 2.993485, 101.617638 2.992525, 101.618247 2.992414, 101.619297 2.992009, 101.622966 2.988488, 101.624551 2.987769, 101.626859 2.987172, 101.629381 2.994025, 101.628247 2.994604, 101.628539 2.999978, 101.633486 3.000033, 101.63484 2.980676, 101.634864 2.980335, 101.627264 2.980146, 101.613944 2.979817))"
311,"63000 3, Persiaran Harmoni, Cyber 9, 62000 Cyberjaya, Selangor, Malaysia",Garden Plaza @ Cyberjaya ,2.9494945,101.6657142,0,145,906.0,5,CYBERJAYA,"POLYGON ((101.620355 2.892884, 101.604812 2.921415, 101.60459 2.921835, 101.602755 2.925191, 101.603483 2.925593, 101.613938 2.931361, 101.624485 2.937536, 101.637738 2.94428, 101.646875 2.94428, 101.653014 2.941425, 101.656298 2.945993, 101.655358 2.948403, 101.655141 2.948959, 101.659653 2.953182, 101.659938 2.956965, 101.662368 2.964418, 101.663462 2.965177, 101.663283 2.964809, 101.663179 2.964596, 101.663179 2.964596, 101.663368 2.963013, 101.663368 2.963013, 101.663313 2.962756, 101.663623 2.961194, 101.664536 2.958459, 101.668574 2.955474, 101.669647 2.955582, 101.672455 2.953341, 101.672455 2.953341, 101.672673 2.952991, 101.674175 2.951254, 101.674839 2.949704, 101.674933 2.949249, 101.674988 2.948869, 101.674905 2.947837, 101.674811 2.947585, 101.674587 2.946984, 101.67432 2.946388, 101.674064 2.946373, 101.672602 2.946358, 101.670744 2.946107, 101.669418 2.946005, 101.667584 2.945385, 101.666359 2.944686, 101.665826 2.944398, 101.665373 2.944153, 101.667088 2.94231, 101.667088 2.94231, 101.668116 2.940582, 101.668969 2.938725, 101.668969 2.938725, 101.669057 2.938258, 101.669197 2.937511, 101.669084 2.936273, 101.668895 2.935488, 101.668732 2.934811, 101.667943 2.932038, 101.66826 2.930139, 101.668444 2.929297, 101.66845 2.929269, 101.66845 2.929269, 101.668569 2.928969, 101.669203 2.927648, 101.669203 2.927648, 101.670968 2.92462, 101.671685 2.922429, 101.672028 2.921013, 101.672109 2.920625, 101.672159 2.920383, 101.672546 2.91955, 101.672253 2.918398, 101.672253 2.918398, 101.672418 2.917217, 101.67225 2.916551, 101.672036 2.915702, 101.671097 2.915574, 101.671097 2.915574, 101.669948 2.911499, 101.66976 2.910832, 101.669777 2.910767, 101.669735 2.910744, 101.668302 2.909979, 101.664992 2.908212, 101.663895 2.907248, 101.663745 2.906067, 101.66374 2.906029, 101.66374 2.906029, 101.663753 2.906004, 101.663884 2.905752, 101.663884 2.905752, 101.663723 2.904747, 101.663655 2.904323, 101.663655 2.904323, 101.663365 2.904, 101.661138 2.902427, 101.659782 2.899564, 101.661273 2.893069, 101.620547 2.892885, 101.620355 2.892884))"
314,"67, Jalan Galloway, Bukit Bintang, 50150 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",CASA RESIDENCY,3.1418678,101.7043973,2,2353,2979.0,5,JALAN SULTAN,"POLYGON ((101.694941 3.142957, 101.69813 3.142687, 101.698485 3.14295, 101.69891 3.14292, 101.698869 3.144122, 101.698383 3.144193, 101.69836 3.14552, 101.698879 3.145596, 101.699684 3.145727, 101.70182 3.145889, 101.704422 3.145414, 101.70668 3.14413, 101.707216 3.143958, 101.70791 3.142606, 101.705166 3.140746, 101.709144 3.137576, 101.707416 3.137008, 101.706708 3.136776, 101.70473 3.138648, 101.703889 3.137292, 101.70367 3.136676, 101.702271 3.137168, 101.700185 3.138138, 101.699639 3.138543, 101.697756 3.139816, 101.697391 3.139857, 101.696824 3.139958, 101.695407 3.138401, 101.694607 3.138462, 101.694881 3.142525, 101.694941 3.142957))"
315,"67, Jalan Taman Ibu Kota, Taman Danau Kota, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",SCP'S SETAPAK SENTRAL PROJECT,3.2046409,101.72076329999999,22,1700,324.0,160,SETAPAK UTARA,"POLYGON ((101.722756 3.203737, 101.722087 3.203357, 101.718044 3.200226, 101.717242 3.199609, 101.715055 3.197931, 101.711772 3.194593, 101.707966 3.197059, 101.707836 3.197351, 101.707945 3.200409, 101.709982 3.201967, 101.711023 3.201837, 101.712345 3.203028, 101.71499 3.204997, 101.714557 3.205603, 101.714947 3.205928, 101.714687 3.206599, 101.714649 3.206962, 101.714649 3.20971, 101.71686 3.209797, 101.716708 3.213325, 101.722258 3.213671, 101.722301 3.212113, 101.721759 3.212091, 101.721824 3.211355, 101.721109 3.211312, 101.721152 3.209148, 101.723255 3.209234, 101.723168 3.207048, 101.721109 3.206962, 101.721239 3.204797, 101.722648 3.204862, 101.722756 3.203737))"
317,"68, Jalan Sibu, Taman Wahyu, 68100 Batu Caves, Wilayah Persekutuan Kuala Lumpur, Malaysia",LAKEVILLE RESIDENCE | SERI WAHYU  LAKEVILLE RESIDENCE @ TAMAN WAHYU,3.2087133999999997,101.6689777,4337,605623,862.0,72,TAMAN WAHYU,"POLYGON ((101.661415 3.203794, 101.660726 3.205734, 101.661057 3.205829, 101.66103 3.206314, 101.663838 3.206044, 101.664 3.205829, 101.664439 3.20715, 101.665481 3.206974, 101.665576 3.208545, 101.665209 3.208567, 101.667008 3.210501, 101.666938 3.211715, 101.66722 3.212384, 101.667131 3.213387, 101.66759 3.213351, 101.667713 3.216399, 101.667325 3.216998, 101.666814 3.217068, 101.668171 3.220279, 101.668471 3.220701, 101.668418 3.223833, 101.668118 3.223885, 101.667713 3.226269, 101.667016 3.227467, 101.669114 3.228697, 101.66922 3.228064, 101.669114 3.227149, 101.672391 3.22736, 101.672039 3.224439, 101.67225 3.220288, 101.672744 3.21698, 101.672391 3.212335, 101.671968 3.210119, 101.672004 3.207321, 101.67144 3.205527, 101.669889 3.198955, 101.665839 3.199791, 101.665164 3.200087, 101.664921 3.200519, 101.664506 3.201159, 101.664929 3.201969, 101.665986 3.201669, 101.667026 3.203763, 101.666268 3.204133, 101.667272 3.205628, 101.665954 3.206624, 101.664887 3.205205, 101.664644 3.205462, 101.664253 3.204963, 101.664685 3.204626, 101.663173 3.202618, 101.662134 3.201634, 101.661057 3.202998, 101.66188 3.203497, 101.661415 3.203794))"
319,"680, Jln Setia Dagang AH U13/AH, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",Service Apartment @ SETIA ALAMService Apartment @ SETIA ALAM,3.1110382999999997,101.4605651,13,1086,448.0,36,SETIA ALAM,"POLYGON ((101.468864 3.092864, 101.444959 3.092958, 101.442188 3.105791, 101.442065 3.106357, 101.442065 3.106969, 101.442065 3.109959, 101.442065 3.110065, 101.442822 3.110021, 101.444619 3.109917, 101.452211 3.10992, 101.453998 3.114759, 101.454386 3.115825, 101.453856 3.119461, 101.45384 3.119573, 101.45482 3.119527, 101.455641 3.119488, 101.45544 3.132763, 101.454737 3.132793, 101.453136 3.132863, 101.45282 3.133936, 101.452635 3.134566, 101.453433 3.136061, 101.455532 3.13548, 101.456216 3.143142, 101.456495 3.146266, 101.460536 3.15623, 101.463842 3.158113, 101.468434 3.158802, 101.469359 3.158081, 101.470862 3.156907, 101.472014 3.159097, 101.473551 3.160865, 101.474128 3.165399, 101.475088 3.167858, 101.47797 3.169933, 101.478854 3.171686, 101.47966 3.172123, 101.499202 3.171687, 101.499445 3.148371, 101.499688 3.134285, 101.50035 3.092844, 101.499486 3.092182, 101.484328 3.092585, 101.468864 3.092864))"
320,"68000 Ampang Jaya, Selangor, Malaysia","THE HILL @ KEMENSAH, AMPANGThe Peak @ Taman Tar, Ampang",3.2219722,101.7742029,5,780,1528.5,2,KEMENSAH,"POLYGON ((101.755462 3.206279, 101.75593 3.206688, 101.758175 3.20898, 101.760245 3.208552, 101.766456 3.214691, 101.76774 3.214477, 101.768668 3.216689, 101.768954 3.218474, 101.771952 3.225255, 101.782089 3.239604, 101.795009 3.257093, 101.809 3.277294, 101.810859 3.279656, 101.812683 3.281677, 101.815125 3.284119, 101.818726 3.285095, 101.820679 3.286072, 101.822327 3.287476, 101.823486 3.288879, 101.824934 3.291582, 101.825317 3.292297, 101.82428 3.294495, 101.826152 3.29374, 101.82915 3.292313, 101.831111 3.290659, 101.835329 3.288954, 101.838377 3.286949, 101.840722 3.286477, 101.843629 3.287146, 101.849122 3.2855, 101.852426 3.279537, 101.853189 3.276141, 101.853379 3.275296, 101.851316 3.272764, 101.848926 3.271685, 101.844176 3.272057, 101.843068 3.26823, 101.840854 3.264756, 101.84027 3.264231, 101.836666 3.262428, 101.834221 3.260637, 101.831477 3.258736, 101.830826 3.25678, 101.831306 3.254618, 101.831486 3.253439, 101.830143 3.251365, 101.830399 3.249477, 101.828243 3.246113, 101.826663 3.24357, 101.825346 3.242483, 101.823982 3.240032, 101.822949 3.237731, 101.821577 3.234944, 101.818647 3.232729, 101.817217 3.229834, 101.816632 3.229013, 101.817063 3.226963, 101.816875 3.226864, 101.816365 3.226596, 101.815324 3.226007, 101.810984 3.224065, 101.80838 3.222381, 101.806815 3.221096, 101.805564 3.22048, 101.80334 3.219386, 101.799583 3.215349, 101.795227 3.213616, 101.787267 3.204968, 101.786485 3.203164, 101.78634 3.201864, 101.784135 3.204433, 101.779971 3.213237, 101.776104 3.212047, 101.775807 3.210917, 101.773368 3.210203, 101.772476 3.20622, 101.773665 3.205982, 101.774736 3.20372, 101.774617 3.202591, 101.770572 3.203067, 101.770631 3.204911, 101.765159 3.205506, 101.764088 3.206101, 101.76266 3.206696, 101.75808 3.204316, 101.755462 3.206279))"
321,"68100 Selayang, Selangor, Malaysia",SELAYANG SENTRAL PARKSierra SelayangOne Sierra ShoplotSelayang 3 Storey Link House Launching SoonSelayang 2 Storey Retail Shop Lot Launching Soon,3.265444,101.6538245,22,2957,2470.8,160,BANDAR BARU SELAYANG UTARA,"POLYGON ((101.661452 3.258406, 101.648425 3.26065, 101.649053 3.26175, 101.649524 3.262818, 101.649964 3.265676, 101.650121 3.268377, 101.650812 3.269916, 101.652043 3.271497, 101.652309 3.272161, 101.652356 3.272903, 101.653474 3.272989, 101.65392 3.272691, 101.65392 3.272021, 101.654591 3.271426, 101.656154 3.271798, 101.657196 3.27217, 101.657941 3.271575, 101.658537 3.272096, 101.658909 3.272989, 101.658983 3.273883, 101.65943 3.276414, 101.660026 3.276489, 101.660323 3.276935, 101.662408 3.276191, 101.661508 3.258685, 101.661452 3.258406))"
323,"699, Jalan Damansara, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",GLOMAC RESIDENSI DAMANSARA ,3.1334148999999996,101.6300965,1037,141968,80.0,72,TAMAN TUN DR ISMAIL TIMUR,"POLYGON ((101.645452 3.158808, 101.645523 3.153596, 101.644638 3.151947, 101.644638 3.151158, 101.648417 3.146405, 101.65626 3.136543, 101.651358 3.133367, 101.651211 3.132983, 101.650059 3.132246, 101.649203 3.131568, 101.648731 3.131067, 101.648524 3.130743, 101.648229 3.130389, 101.647992 3.12977, 101.647254 3.128885, 101.646398 3.128089, 101.646398 3.128089, 101.646145 3.128295, 101.645641 3.127517, 101.645426 3.127563, 101.643791 3.127916, 101.642996 3.128663, 101.641755 3.129156, 101.64084 3.129549, 101.640254 3.129813, 101.640248 3.129803, 101.636472 3.131424, 101.634495 3.131823, 101.634254 3.131722, 101.634255 3.131689, 101.63338 3.131358, 101.63276 3.131284, 101.631953 3.131188, 101.630696 3.130036, 101.630696 3.130036, 101.629663 3.130245, 101.629449 3.133531, 101.629742 3.136617, 101.629742 3.136617, 101.629221 3.137484, 101.630775 3.138247, 101.629546 3.142921, 101.629063 3.14509, 101.629207 3.146317, 101.629518 3.148206, 101.629422 3.150381, 101.628728 3.15227, 101.627794 3.153919, 101.62755 3.154571, 101.627387 3.155007, 101.627243 3.155796, 101.627336 3.156422, 101.627339 3.156441, 101.631936 3.156346, 101.631936 3.159071, 101.645452 3.158808))"
324,"6a, Jalan Setiawan, Titiwangsa Sentral, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",TR RESIDENCE @ JALAN TUN RAZAK,3.1728074,101.6965985,2481,221962,97.0,72,KOMPLEKS DAMAI,"POLYGON ((101.69524 3.172814, 101.698847 3.173773, 101.699649 3.174148, 101.699591 3.173649, 101.699178 3.172892, 101.698516 3.170291, 101.698544 3.167001, 101.694586 3.170289, 101.694808 3.171318, 101.69524 3.171736, 101.69524 3.172814))"
325,"7, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",NEXUS BANGSAR SOUTH,3.10968,101.6653807,17,3055,2815.0,160,BANGSAR SOUTH,"POLYGON ((101.666426 3.10866, 101.663717 3.108598, 101.659059 3.109515, 101.659059 3.109516, 101.659059 3.109516, 101.658628 3.110089, 101.65844 3.11034, 101.65844 3.11034, 101.659335 3.112898, 101.658602 3.113115, 101.658563 3.113127, 101.664489 3.115205, 101.669809 3.115368, 101.669782 3.114406, 101.669121 3.113112, 101.668542 3.108708, 101.666426 3.10866))"
